part_no,part_description,new_commodity_description
210597-006,Shaw Commercial Resilient Branching Out (4256V) 20 mil squared edge 6in x 48in 5.0mm - Plains Oak (56250),VCT
210597-008,Shaw Commercial Resilient Branching Out (4256V) 20 mil squared edge 6in x 48in 5.0mm - Range Oak (56506),VCT
210597-009,Shaw Commercial Resilient Branching Out (4256V) 20 mil squared edge 6in x 48in 5.0mm - Smoky Oak (56516),VCT
210597-010,Shaw Commercial Resilient Branching Out (4256V) 20 mil squared edge 6in x 48in 5.0mm - Forest Walnut (56703),VCT
210597-013,Shaw Commercial Resilient Branching Out (4256V) 20 mil squared edge 6in x 48in 5.0mm - Traverse Oak (56760),VCT
210608-001,"Milliken Fortified Foundations Pike 22 mil Micro Bevel Flexform 9in x 60in 5.0mm 
DEW (PIK121-204)
22.4sf/ctn
1,926.4sf=86ctn",VCT
210608-004,Milliken Fortified Foundations Pike 22 mil Micro Bevel Flexform 9in x 60in 5.0mm - BARK (PIK176-121),VCT
210641-010,Shaw Residential Resilient Limitless 8mil (333MF) 8 Mil Resilient LVT-Drybac 7in x 48in 2.0 MM - Raconteur (07195),LVT
210642-001,Armstrong-Duo-20 mil Diamond 10-6in x 36in-2.5 MM-EngGrayw/BluHawai/BluLag (ST2PR),VCT
210642-009,Armstrong Duo 20 mil Diamond 10 6in x 36in 2.5 MM - FRUIT PUNCH MIXER 2 (ST519),LVT
210642-010,Armstrong Duo 20 mil Diamond 10 6in x 36in 2.5 MM - BLUE HAWAIIAN MIXER 2 (ST523),LVT
210642-011,Armstrong Duo 20 mil Diamond 10 6in x 36in 2.5 MM - BLUE LAGOON MIXER 2 (ST524),LVT
210642-020,Armstrong-Duo-20 mil Diamond 10-6in x 36in-2.5 MM-PINA COLADA MIXER 2 (ST510),LVT
210649-002,Novalis Innovative Flooring-AVA 2DSGN-22 mil Straight Edge-6in x 48in-2.5 MM-Oak Canyon-Peninsula (PO2D002),LVT
210649-007,Novalis Innovative Flooring AVA 2DSGN 22 mil Straight Edge 6in x 48in 2.5 MM - Oak Tavern-Weathered (SO2D001),LVT
210649-009,Novalis Innovative Flooring AVA 2DSGN 22 mil Straight Edge 6in x 48in 2.5 MM - Oak Kona-Weathered (SO2D003),LVT
210699-001,Armstrong Duo 20 mil Diamond 10 18in x 36in 2.5 MM - CASPIAN SAND SPETTRO (ST931),VCT
210699-003,Armstrong-Duo-20 mil Diamond 10-18in x 36in-2.5 MM-EnglGry w/BluHawaiian/Blu (ST2PR),VCT
210734-002,Milliken-Fortified Foundations Polished Concrete-LVT-36in x 36in-5.0mm-Scoring (POL144),LVT
210769-009,Armstrong Coalesce 0.020in Wear Layer LVT w/ Diamond 10 18in x 18in 2.5 MM - NONA TWEED (ST796),LVT
210795-000,Evoke Anchor Series 12 Mil Gluedown Planks 7in x 48in 2.0 MM - To Be Selected (TBS),LVT
210808-001,Mannington-Nature's Path Custom-Straight Edge-12in x 24in-3 MM-452806 (12321),VCT
211021-001,Tarkett VCT II 12in x 12in .125 - Sandstone W (556),VCT
211021-003,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Winter Storm WG (530),VCT
211021-004,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - True Biege WB (533),VCT
211021-005,Tarkett-VCT II Flecks-Phthalate-Free Vinyl-12in x 12in-.125-Ginger Spice WB (325),VCT
211021-007,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Starry Night CG (323),VCT
211021-008,Tarkett VCT II 12in x 12in .125 - Mineral White W (580),VCT
211021-009,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Pewter WG (509),VCT
211021-010,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Pure White W (480),VCT
211021-011,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Shooting Star CG (557),VCT
211021-012,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Steel Works W (522),VCT
211021-013,Tarkett-VCT II Flecks-Phthalate-Free Vinyl-12in x 12in-.125-Desert Storm CB (573),VCT
211021-014,Tarkett-VCT II Flecks-Phthalate-Free Vinyl-12in x 12in-.125-Military Tan WB (527),VCT
211021-015,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Mushroom CB (593),VCT
211021-016,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Almond WB (501),VCT
211021-021,"VCT3: Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Solid Black (69)
45sf/ctn
225sf = 5 ctns",VCT
211021-022,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Stone White W (600),VCT
211021-023,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Stone Taupe CB (601),VCT
211021-024,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Stone Grey WG (602),VCT
211021-025,Tarkett Standard Vinyl VCT II Phthalate-Free Vinyl 12in x 12in .125,VCT
211021-026,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Turquoise (594),VCT
211021-032,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Ebony (569),VCT
211021-035,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Daylight SR (873),VCT
211021-036,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Twilight SR (880),VCT
211021-038,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Copper (504),LVT
211021-039,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Matador (565),VCT
211021-041,"Tarkett VCT II  572  12in x 12in
 Cloudy (572)
45SF/ctn
585SF=13ctn",VCT
211021-042,Tarkett VCT II 12in x 12in .125 - Blue Drop (579),VCT
211021-043,Tarkett VCT II Flecks Phthalate-Free Vinyl 12in x 12in .125 - Deep Water (598),VCT
211081-004,Protect All Specialty Flooring Designer Series Matte Finish 5' x 8' Sheet 1/4in - Dark Gray (231229),VCT
211081-005,Protect All Specialty Flooring Designer Series Matte Finish 5' x 8' Sheet 1/4in - Light Gray (231205),VCT
211089-001,Protect All Specialty Flooring Standard Matte Finish 5' x 8' Sheet 1/4in - Dark Gray (231229),VCT
211089-003,Protect All Specialty Flooring-Standard-Matte Finish-5' x 8' Sheet-1/4in-Light Gray (231204),VCT
211089-004,Protect All Specialty Flooring Standard Matte Finish 5' x 8' Sheet 1/4in - Dark Gray,VCT
211089-005,Protect All Specialty Flooring Standard Matte Finish 5' x 8' Sheet 1/4in - Brown (231809),VCT
211091-003,Protect All Specialty Flooring Standard matte Finish 5' x 8' Sheet 1/4in - Light Gray (231204G),VCT
211205-001,Bering Floors & Coverings-Powell (11001)-12 Mil Dryback Square Edge-7in x 48in-2.0 MM-Mohegan Bluff (0101),VCT
211205-005,Bering Floors & Coverings-Powell (11001)-12 Mil Dryback Square Edge-7in x 48in-2.0 MM-Timbermine (0201),VCT
211205-006,Bering Floors & Coverings-Powell (11001)-12 Mil Dryback Square Edge-7in x 48in-2.0 MM-Brownsmead (0202),VCT
211205-007,Bering Floors & Coverings-Powell (11001)-12 Mil Dryback Square Edge-7in x 48in-2.0 MM-Ochre Point (0203),VCT
211205-008,Bering Floors & Coverings-Powell (11001)-12 Mil Dryback Square Edge-7in x 48in-2.0 MM-Stormy Port (0301),VCT
211205-009,Bering Floors & Coverings-Powell (11001)-12 Mil Dryback Square Edge-7in x 48in-2.0 MM-Arroyo Dune (0105),VCT
211212-001,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Studio (095),LVP
211212-002,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Shadow (096),LVP
211212-004,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Fawn (210),LVP
211212-005,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Scone (235),LVP
211212-006,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Almond (330),LVP
211212-007,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Cedar (332),LVP
211212-010,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Tan Tone (812),LVP
211212-011,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Sandy (829),LVP
211212-012,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Beagle (838),LVP
211212-014,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Silver (918),LVP
211212-015,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Bay Leaf (939),LVP
211212-016,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Two Tone (958),LVP
211212-017,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Gorgeous Gray (949),LVP
211212-018,Mohawk-Living Local Premium Wood (C0194)-Luxury Vinyl Plank-7.72in x 51.97in-2.4 MM-Lead (989),LVP
211285-002,Armstrong Biome Selva 0.020in Wear Layer Diamond 10 LVT 6in x 48in 2.5 MM - LIANA (ST271),LVT
211309-002,Shaw Resilient Tile & Plank Branching Out (4309V) 20 Mil Coretec 7in x 48in Undefined - Zion Oak (56103),VCT
211309-004,Shaw Resilient Tile & Plank Branching Out (4309V) 20 Mil Coretec 7in x 48in Undefined - Riverside Oak (56140),VCT
211309-005,Shaw Resilient Tile & Plank Branching Out (4309V) 20 Mil Coretec 7in x 48in Undefined - Prairie Oak (56240),VCT
211309-006,Shaw Resilient Tile & Plank Branching Out (4309V) 20 Mil Coretec 7in x 48in Undefined - Plains Oak (56250),VCT
211309-009,Shaw Resilient Tile & Plank Branching Out (4309V) 20 Mil Coretec 7in x 48in Undefined - Smoky Oak (56516),VCT
211309-011,Shaw Resilient Tile & Plank Branching Out (4309V) 20 Mil Coretec 7in x 48in Undefined - Pinecone Oak (56720),VCT
211309-014,Shaw Resilient Tile & Plank Branching Out (4309V) 20 Mil Coretec 7in x 48in Undefined - Traverse Oak (D&B 56760),VCT
211309-016,Shaw Resilient Tile & Plank Branching Out (4309V) 20 Mil Coretec 7in x 48in Undefined - Pinecone Oak (D&B 56720),VCT
211388-003,Tarkett Event Classic Plank ECK 30 Mil Modern Wood 6in x 36in 3.05mm - American Cherry (3305),VCT
211458-001,Armstrong-Biome Tellus-0.020in Wear Layer Diamond 10 LVT-6in x 48in-2.5 MM-Solstice (ST131),LVT
211458-002,Armstrong Luxury Vinyl Biome Tellus 0.020in Wear Layer Diamond 10 LVT 6in x 48in 2.5 MM,LVT
211761-013,Hallmark Floors-2Twelve Waterproof Flooring-12 Mil Gluedown Plank-6in x 36in-2.0 MM-Smoky Mountain Pine (Smoky Mountain Pine),VCT
211844-013,Armstrong Terra LVT 18in x 18in 2.5 MM - Astana Ebony (ST385),LVT
211844-016,Armstrong Terra LVT 18in x 18in 2.5 MM - Astana Igneous (ST387),LVT
211881-002,Forbo-Flotex Converge Planks-Luxury Vinyl Plank-39.37in x 9.48in-N/A-Prism (141001),LVP
211910-009,CityWide-CityWide LVP (CW12xxx)-12 mil Square Edge-7in x 48in-2.0 MM-Chestnut Drive (009),LVP
211981-011,Forbo Flotex Frameweave Plank Design 39.37in x 9.48in 5.0mm - Pave (142001),LVP
211981-015,Forbo-Flotex Frameweave-Plank Design-39.37in x 9.48in-5.0mm-Verdant (142012),LVP
211988-033,Mannington Amtico Abstract (Sigture) 40 Mil Unbevelled LVT 18in x 48in 2.5 MM - Patina Vapour (AR0APT31),LVT
212109-001,To Market Ozogrip Gallery Whitney 20 Mil Square Edge Direct Glue 12in x 24in 5.0mm - CHELSEA (TM102),VCT
212197-011,Shaw Commercial Resilient Branching Out (4308V) 12 Mil Coretec 7in x 48in 11/64in - Pinecone Oak (56720),LVT
212197-013,Shaw Commercial Resilient Branching Out (4308V) 12 Mil Coretec 7in x 48in 11/64in - Traverse Oak (56760),LVT
212255-003,Floor Folio-Maplewood-8 Mil Smooth Urethane-7.25in x 48in-2.0 MM-725-468 (725-468),LVP
212255-004,Floor Folio-Maplewood-8 Mil Smooth Urethane-7.25in x 48in-2.0 MM-725-466 (725-466),LVP
212281-008,Novalis Innovative Flooring AVA STRM Glue Down 22 mil Embossed w/ Straight Edge 9.84in x 39.37in 2.5 MM - STR025 (STR025),LVP
212348-003,Mohawk Large and Local Rugged Foundation (C0191) 20 mil glue down M-Force Ultra 6in x 48in 4.5 mm - New Clay 940,VCT
212409-023,Mannington Bend (Amtico Active Lines LVT) 40 Mil Micro-Beveled LVT 18in x 18in 2.5 MM - ZOOM BLUE (ALB303),LVT
212409-027,Mannington Bend (Amtico Active Lines LVT) 40 Mil Micro-Beveled LVT 18in x 18in 2.5 MM - ZOOM RED (ALB304),LVT
212456-004,Bentley-Ground Rules (BGRRUL648U)-20 Mil Direct Glue-6in x 48in-2.5 MM-Come Prepared (802013),VCT
212456-006,Bentley Ground Rules (BGRRUL648U) 20 Mil Direct Glue 6in x 48in 2.5 MM - Wait Your Turn (802015),VCT
212478-001,Mohawk Rendered Flax (C0192) 20 mil glue down M-Force Ultra 6in x 48in 4.5 mm - Crisp (127),VCT
212583-001,LG Hausys Pike's Peak LVT 7in x 48in 20 mil - Grey Walnut (1360),LVT
212583-002,LG Hausys Pike's Peak LVT 7in x 48in 20 mil - Barn Oak (1361),LVT
212583-006,LG Hausys Pike's Peak LVT 7in x 48in 20 mil - Feathered Oak (1362),LVT
212583-007,LG Hausys-Pike's Peak-LVT-7in x 48in-20 mil-Grey Hickory (1363),LVT
212583-009,LG Hausys Pike's Peak LVT 7in x 48in 20 mil - Antique Walnut (1367),LVT
212695-008,DiamondLiving-Immortals Collection-4 side Micro Bevel LVP-7 1/4in x 48in-2.0 MM-HYPNOS (IM469HY-PYY),LVP
212716-001,Tarkett QU Custom Porcelain X-DS1096 (X-DS1096) LVT 18in x 18in Undefined - Grey (Light),LVT
212757-003,Bentley-Moment (BMMNT)-20 mil glue down plank-9in x 48in-5.0 MM-FORM (801987),LVP
212757-005,Bentley Moment (BMMNT) 20 mil glue down plank 9in x 48in 2.5 MM - ASYMMETRIC (801989),LVP
212821-001,Shaw Contract Downtown (VE167) 8 Mil ArmourBead Square Edge 6in x 48in 2.0 MM - Sweet Auburn (00116),VCT
212834-022,Mannington Crisscross (Amtico Active Lines LVT) 40 Mil Micro-Beveled LVT 18in x 18in 2.5 MM - ZOOM (ALC301),LVT
212836-015,Mannington-Grid (Amtico Active Lines LVT)-40 Mil Unbevelled Edge-18in x 18in-2.5 MM-ZING (ALG201),LVT
212882-010,Mannington-Drift Stone-30 mil Micro-Beveled-18in x 36in-2.5 MM-Terra Graphite (D216),LVT
212897-013,Shaw Commercial Resilient-Symbiotic 12 (5M302)-12 Mil ExoGuard Direct Glue-6in x 48in-2.5 MM-Hayneedle (01035),LVT
212975-003,Karndean Knight-Tile Stone 12 mil Rigid Core 12in x 18in 4.5 mm - PORTLAND STONE (SCB-ST13),LVT
212996-002,Shaw Commercial Resilient Origin (4338V) Resilient LVT/Plank 6in x 48in 15/64in - Initiate (38130),LVT
212996-003,Shaw Commercial Resilient-Origin (4338V)-Resilient LVT/Plank-6in x 48in-15/64in-Theory (38140),LVT
212996-005,Shaw Commercial Resilient Origin (4338V) Resilient LVT/Plank 6in x 48in 15/64in - Prelude (38710),LVT
212996-007,Shaw Commercial Resilient Origin (4338V) Resilient LVT/Plank 6in x 48in 15/64in - Overture (38760),LVT
213065-019,AHF Contract-Expressive Ideas (1TE02xxx)-Square Edge Vinyl Based Tile-12in x 12in-2.5 MM-OCEAN BLUE (821),VCT
213101-002,"Karndean Art Select Wood 30 Mil Gluedown 4in,5in,7in Widths, Random Lengths 3 MM - Coffee Maple (RL09)",LVP
213212-002,Shaw Patcraft-Entangle (I622V)-Resilient LVT/Plank-18in x 36in-7/64in-Pattern (00545),LVT
213414-002,KolayFlooring International Luxury Vinyl Luxury Vinyl Flooring 22 Mil Wear Layer 9in x 48in 2.5 MM,LVP
213416-007,Shaw Patcraft Mark Making 2.5 (I692V) 20 mil ExoGuard Glue Down 5.96in x 48in 2.5 MM - Watercolor (00400),VCT
213416-015,Shaw Patcraft Mark Making 2.5 (I692V) 20 mil ExoGuard Glue Down 5.96in x 48in 2.5 MM - Loam (00700),VCT
213422-009,LVT-2   Urban Surfaces Studio 12 Gluedown 12 Mil Waterproof Scratch Resistant 7in x 48in 2.0 MM - Willow Run (2912),VCT
213541-028,Shaw Contract-Optimum Plus (VE210)-12 mil Wear Layer-7in x 48in-4.8 MM-Castaway (07087),VCT
213550-007,Armstrong tural Creations Diamond 10 (ARMxxx4G) Luxury Vinyl Tile 12in x 24in 3.2 MM - DELANO SHELL (340),LVT
213735-001,Cobalt Surfaces-Katanga (KP5-xxx)-12 Mil Glue Down-7in x 48in-2.0 MM-ARCTIC (804),VCT
213735-002,V-02  Cobalt Surfaces-Katanga (KP5-xxx)-12 Mil Glue Down-7in x 48in-2.0 MM-POLAR (800),VCT
213735-009,Cobalt Surfaces-Katanga (KP5-xxx)-12 Mil Glue Down-7in x 48in-2.0 MM-ARMOR (806),VCT
213747-001,Evo Floors Hybrid Vinyl Tile (HVT) VCT Alternative 18in x 18in - Pebble (336),VCT
213747-002,Evo Floors Hybrid Vinyl Tile (HVT) VCT Altertive 18in x 18in Undefined - Boulder (337),VCT
213747-004,Evo Floors Hybrid Vinyl Tile (HVT) VCT Altertive 18in x 18in Undefined - Slate (323),VCT
213784-001,Shaw Contract-Union (4349V)-Heavy Commercial-9in x 48in-20 mil-Concrete Valley (49103),VCT
213784-002,Shaw Contract Union (4349V) Heavy Commercial 9in x 48in 20 mil - Concrete Refuge (49155),VCT
213784-003,Shaw Contract Union (4349V) Heavy Commercial 9in x 48in 20 mil - Sandy Dune (49240),VCT
213784-004,Shaw Contract Union (4349V) Heavy Commercial 9in x 48in 20 mil - Concrete Spindle (49140),VCT
213784-005,Shaw Contract Union (4349V) Heavy Commercial 9in x 48in 20 mil - Slate Canyon (49114),LVP
213850-001,Shaw Contract Inlet II Luxury Plank 9in x 48in 20mm - Thatch (72720),LVP
213850-002,Shaw Contract Inlet II Luxury Plank 9in x 48in 5.0mm - Valley (72103),LVP
213850-003,Shaw Contract-Inlet II-Luxury Plank-9in x 48in-5.0mm-Path (72121),LVP
213917-001,Norwood Hill Flooroing Summit Collection (E120EON) 6 mil glue down 7in x 48in 2.0 MM - RIVERSIDE (W7401),LVP
213917-004,Norwood Hill Flooroing Summit Collection (E120EON) 6 mil glue down 7in x 48in 2.0 MM - BAYMEADOW (W7404),LVP
213949-002,"VCT-1 Tarkett VCT II 60 White 12"" x 12""
45 SF/CTN
855 SF = 19 CTNS",VCT
213949-004,Tarkett VCT II Solids Phthalate-Free Vinyl 12in x 12in .125 - Dunes (326),VCT
213949-005,Tarkett VCT II Solids Phthalate-Free Vinyl 12in x 12in .125 - Pewter (509),VCT
213949-013,Tarkett VCT II Solids Phthalate-Free Vinyl 12in x 12in .125 - Shooting Star (557),VCT
213949-014,Tarkett VCT II Solids Phthalate-Free Vinyl 12in x 12in .125 - Winter Storm (530),VCT
213990-004,Bering Floors & Coverings-The Tristao Collection (12001)-Rigid Core LVT-7.2in x 48in-4.5 mm-Ramblewood (303),LVT
213990-006,Bering Floors & Coverings-The Tristao Collection (12001)-Rigid Core LVT-7.2in x 48in-4.5 mm-Sun Valley Ranch (102),LVT
213996-001,Gerflor Contract Flooring-Creation Clic System 28-LVT Click-8.4in x 48.8in-Undefined-Honey Oak (Custom Color) (0441),LVT
214060-008,Shaw Commercial Resilient-Symbiotic 30 (5M304)-LVT-6in x 48in-3 MM-Cloves (07003),LVP
214145-004,Bering Floors & Coverings-Powell (11002)-Loose Lay-9in x 60in-20 mil-Chinook Avenue (0104),LVT
214145-008,Bering Floors & Coverings-Powell (11002)-Loose Lay-9in x 60in-20 mil-Stormy Port (0301),LVT
214358-003,Interface Fresco Valley Collection Ridge (A023) High Performance LVT 50cm x 50cm 22 mil - Agate (A02304),LVT
214364-001,Milliken-Fortified Foundations Aged Oak-22 mil Micro Bevel-9in x 48in-2.5 MM-OAK144-121 (OAK144-121),VCT
214543-002,Milliken-Fortified Foundations Eucalyptus Saligna-22 mil FlexForm Micro Bevel LVT-7in x 48in-2.5 MM-EUC122 (EUC122),LVT
214559-002,Rosco Dance Floors Luxury Vinyl Studio Tiles Homogeneous Vinyl 36in x 36in 3 MM,VCT
214589-001,"LVT1as: Shaw Commercial Resilient Commingle (4350V) 20 mil squared edge 9in x 48in 5.0mm - Concrete (50105)
24SF/CTN",VCT
214756-001,Shaw Patcraft Arboretum 12 (VX230) 12 Mil Square Edge Dry Back 5.91in x 47.2in 2.0 MM - White Wash (00100),VCT
214781-001,GemCore-Advantage II-20 mil Plank-7in x 48in-3 MM-Oak Riverstone (Oak Riverstone),VCT
214781-003,GemCore-Advantage II-20 mil Plank-7in x 48in-3 MM-Black Pearl (Black Pearl),VCT
214781-004,GemCore-Advantage II-20 mil Plank-7in x 48in-3 MM-Raw Oak (Raw Oak),VCT
214788-006,Bering Floors & Coverings-The Tristao Collection (12002)-12 mil Square Edge-7.2in x 48in-5.5 MM-Sun Valley Ranch (0102),VCT
214792-009,Dal Tile Luxury Vinyl ProSeries Harpers Place 12 Mil Gluedown Plank 7.5in x 48in 3 MM - CRAFTSMAN(HP38),VCT
214878-002,"Armstrong J7202  Unify 0.5mm Solid Vinyl Tile 18in x 18in 2.5 MM 
Fjord (J7202)
36SF/16pc/ctn
1656SF=46 ctn",VCT
214879-002,Armstrong Unify 0.5mm Wear Layer Solid Vinyl Plank 6in x 48in 2.5 MM - ODENSE (J7212),LVP
214879-005,Armstrong Unify 0.5mm Wear Layer Solid Vinyl Plank 6in x 48in 2.5 MM - SAGA (J7209),LVP
214915-010,Mannington Spacia Wood 6in x 36in 2.5 MM - Heritage Cherry Select SS512103,VCT
214915-011,Mannington Spacia Wood 20 mil Micro-bevel Quantum Guard Elite 6in x 36in 2.5 MM - American Walnut Coco (SS5W12126),VCT
214918-001,Shaw Contract Commingle (4350V) 20 mil squared edge 9in x 48in 5.0mm - Concrete (50105),VCT
214918-003,Shaw Contract Commingle (4350V) 20 mil squared edge 9in x 48in 5.0mm - Iron (50505),VCT
214946-001,Tarkett iQ Eminent Solid VCT Glue Down 12in x 24in 2.0 MM - BLACK (0130),VCT
214957-001,Interface Luxury Vinyl Custom NISD 22 Mil Custom Wovens w/Accent 25cm x 1m 4.5 mm - A03101130020202XX0(Custom),VCT
215051-003,Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - Dwelling (94250),LVP
215051-005,Shaw Contract Reside (4381V) 20 mil squared edge 6in x 47in 2.5 MM - Assurance (94730),VCT
215052-009,Tenacity Luxury Vinyl Tenacity Planks Collection Enhanced Bevel 4/side Embossed-in-Regist 7.72in x 47.64in 7 mm - AUTUMN(TEN1305),LVP
215204-002,Interface Northern Grain (A026xx) 22 mil LVT 25cm x 1m 4.5 mm - Antique Wash (06),LVT
215204-006,Interface Northern Grain (A026xx) 22 mil LVT 25cm x 1m 4.5 mm - Dark Wash (07),LVT
215204-008,Interface Northern Grain (A026xx) 22 mil LVT 25cm x 1m 4.5 mm - Glazed Oak (01),LVT
215204-010,Interface Northern Grain (A026xx) 22 mil LVT 25cm x 1m 4.5 mm - Natural Satin (10),LVT
215204-012,Interface Northern Grain (A026xx) 22 mil LVT 25cm x 1m 4.5 mm - Oak Satin (11),LVT
215253-001,Forbo Standard Vinyl Allura Flex Wood 1 mm Wearlayer Loose Lay 120 x 20 cm 5.0mm - Steamed Oak(60293),LVP
215269-002,SAR Floors Grande 8 Mil Resilient LVT/Plank 7in x 48in 2.0 MM - Everest (100),LVT
215419-001,Shaw Resilient Tile & Plank Inlet II (4372V) 20 mil squared edge 9in x 48in 5.0mm - Refuge (72155),VCT
215419-002,Shaw Resilient Tile & Plank-Inlet II (4372V)-20 mil squared edge-9in x 48in-5.0mm-Dune (72240),VCT
215419-003,Shaw Resilient Tile & Plank Inlet II (4372V) 20 mil squared edge 9in x 48in 5.0mm - Thatch (72720),VCT
215419-004,Shaw Resilient Tile & Plank Inlet II (4372V) 20 mil squared edge 9in x 48in 5.0mm - Spindle (72140),VCT
215419-005,Shaw Resilient Tile & Plank Inlet II (4372V) 20 mil squared edge 9in x 48in 5.0mm - Valley (72103),VCT
215419-007,Shaw Resilient Tile & Plank Inlet II (4372V) 20 mil squared edge 9in x 48in 5.0mm - Horizon (72515),VCT
