SITE,SITE DESCRIPTION,SUPPLIER NO,SUPPLIER NAME,INVOICE ID,INVOICE NO,DATE POSTED,PROJECT ID,PROJECT NAME,ACCOUNT,ACCOUNT DESCRIPTION,PLANNED DELIVERY DATE,SHIP TO ZIP,PO NO,PO LINE NO,PO REL NO,RECEIPT NO,PART NO,PART DESCRIPTION,COMM 1,COMM 2,PO PURCH QTY,PURCH UOM,PO INV QTY,INV UOM,INVOICED LINE QTY,INVOICE LINE TOTAL,PO PRICE,PO_HAS_PROJECT_FREIGHT,TOTAL_PO_VALUE,PROJECT_FREIGHT_COST,PRODUCT_ONLY_PO_VALUE,PROJECT_FREIGHT_PERCENT,FREIGHT_PERCENT_EXCL_PRODUCT,FREIGHT_≥90%_OF_PO,FREIGHT_GT_PRODUCT,NEGATIVE_FREIGHT_PERCENT,PROJECT_FREIGHT_LINE_COUNT,PO_HAS_MULTIPLE_PROJECT_FREIGHT_LINES,HIGH_FREIGHT_FLAG,PART DESCRIPTION CLEAN,IS_LABOR,PRODUCT_ORDER_COUNT,PRODUCT_ORDER_RANK,UOM_COMPARISON_STATUS,PO_INVOICE_COMPOSITE_KEY,PO_COMPOSITE_KEY_CONSISTENCY,Commodity Group,Description,Old/New,Priority,IS_MANUAL,ALL_PRIORITY,PRIORITY_PO_FLAG
DIT,Diverzify Itasca,121550,Mohawk Industries,476462,C1009032,31-Jan-24,2309111454,Abbvie ABV1 Pilot Project,2008,Received Not Yet Invoiced,2-Oct-23,60143,DIT39399,1,1,1.0,51477,"MOHAWK\GT351 SMART CASUAL\565 INDIGO WASH\ECOFLEX ONE\24""X24""",1CPT,2CPT,16.0,SY,2.0,CTN,16.0,323.36,323.36,False,323.36,0.0,323.36,0.0,0.0,False,False,False,0,False,False,"MOHAWK\GT351 SMART CASUAL\565 INDIGO WASH\ECOFLEX ONE\24""X24""",False,1.0,129.0,Mismatch,DIT39399|476462|C1009032,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,101526,"Shaw Industries, Inc.",486972,9589314,7-Feb-24,2401133215,Old Republic Suite 806,2008,Received Not Yet Invoiced,26-Jan-24,60143,57483,1,1,1.0,11541,PHILADELPHIA\54807 BE OPEN\00710 SELF\SYNTHETIC\12',1CBL,2CBL,36.67,SY,27.5,LF,36.67,557.75,557.75,False,557.75,0.0,557.75,0.0,0.0,False,False,False,0,False,False,PHILADELPHIA\54807 BE OPEN\00710 SELF\SYNTHETIC\12',False,1.0,129.0,Mismatch,57483|486972|9589314,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",489433,198282,8-Feb-24,1000-D,AMITA Health Holding,2008,Received Not Yet Invoiced,5-Dec-23,60143,41380,1,1,1.0,9582,"ARMSTRONG\PARALLEL USA 20\J5255 BRUSHED ESSENCE ENCHATED\6""X48""",1VNL,2LVT,180.0,SF,5.0,CTN,180.0,243.0,243.0,False,243.0,0.0,243.0,0.0,0.0,False,False,False,0,False,False,"ARMSTRONG\PARALLEL USA 20\J5255 BRUSHED ESSENCE ENCHATED\6""X48""",False,2.0,128.0,Mismatch,41380|489433|198282,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",489103,203425,8-Feb-24,2311122740,NCH Oasis,2008,Received Not Yet Invoiced,8-Jan-24,60143,2311122740 A,1,1,1.0,1000009175,"ARMSTRONG NATURAL CREATIONS / IRONWOOD OAK (NA160) 6"" X 48"" 3.2MM SANDS OF TIME",1VNL,2LVP,308.0,SF,308.0,SF,308.0,976.36,976.36,False,976.36,0.0,976.36,0.0,0.0,False,False,False,0,False,False,"ARMSTRONG NATURAL CREATIONS / IRONWOOD OAK (NA160) 6"" X 48"" 3.2MM SANDS OF TIME",False,1.0,129.0,Match,2311122740 A|489103|203425,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",492218,201445,11-Feb-24,230177531,CPS - Bronzeville Network Offices -,2008,Received Not Yet Invoiced,20-Dec-23,60143,46599,1,1,1.0,1000008044,"ARMSTRONG STANDARD EXCELON 12"" X 12"" - COOL MINT (51876)",40,40,1.0,CTN,1.0,CTN,1.0,56.4,56.4,False,56.4,0.0,56.4,0.0,0.0,False,False,False,0,False,False,"ARMSTRONG STANDARD EXCELON 12"" X 12"" - COOL MINT (51876)",False,1.0,129.0,Match,46599|492218|201445,Consistent,40,Vinyl Tile,Old Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",492244,202373,11-Feb-24,2312125294,Ford CAP HR Office Carpet,2008,Received Not Yet Invoiced,3-Jan-24,60143,49255,1,1,1.0,1000,ARMSTRONG\IMPERIAL TEXTURE\51804 EARTHSTONE GREIGE\12X12,1VNL,2VCT,2.0,CTN,2.0,CTN,2.0,112.8,112.8,False,112.8,0.0,112.8,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51804 EARTHSTONE GREIGE\12X12,False,4.0,126.0,Match,49255|492244|202373,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",488880,201646,12-Feb-24,210761169,"CPS - Cook, 2021",2008,Received Not Yet Invoiced,28-Dec-23,60143,48454,1,1,1.0,1237,"ARMSTRONG\IMPERIAL TEXTURE\51811 ANTIQUE WHITE\12""X12""",1VNL,2VCT,1.0,CTN,1.0,CTN,1.0,0.66,56.4,False,56.4,0.0,56.4,0.0,0.0,False,False,False,0,False,False,"ARMSTRONG\IMPERIAL TEXTURE\51811 ANTIQUE WHITE\12""X12""",False,7.0,123.0,Match,48454|488880|201646,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",488880,201646,12-Feb-24,210761169,"CPS - Cook, 2021",5999,Purchase Discounts,28-Dec-23,60143,48454,1,1,1.0,1237,"ARMSTRONG\IMPERIAL TEXTURE\51811 ANTIQUE WHITE\12""X12""",1VNL,2VCT,1.0,CTN,1.0,CTN,,55.74,,False,56.4,0.0,56.4,0.0,0.0,False,False,False,0,False,False,"ARMSTRONG\IMPERIAL TEXTURE\51811 ANTIQUE WHITE\12""X12""",False,7.0,123.0,Match,48454|488880|201646,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",493602,202028,13-Feb-24,230693375,CPS Gallistel ES 2023,2008,Received Not Yet Invoiced,2-Jan-24,60143,48959,1,1,1.0,1518,ARMSTRONG\IMPERIAL TEXTURE\51803 PEARL WHITE\12X12,1VNL,2VCT,1.0,CTN,1.0,CTN,1.0,56.4,56.4,False,56.4,0.0,56.4,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51803 PEARL WHITE\12X12,False,4.0,126.0,Match,48959|493602|202028,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",493022,204300,13-Feb-24,2401130281,USPS WHEATON - VCT 2 RMS,2008,Received Not Yet Invoiced,10-Jan-24,60143,52162,1,1,1.0,1580,ARMSTRONG\IMPERIAL TEXTURE\51904 STERLING\12X12,1VNL,2VCT,8.0,CTN,8.0,CTN,8.0,5.36,451.2,False,451.2,0.0,451.2,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51904 STERLING\12X12,False,19.0,111.0,Match,52162|493022|204300,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",493022,204300,13-Feb-24,2401130281,USPS WHEATON - VCT 2 RMS,5999,Purchase Discounts,10-Jan-24,60143,52162,1,1,1.0,1580,ARMSTRONG\IMPERIAL TEXTURE\51904 STERLING\12X12,1VNL,2VCT,8.0,CTN,8.0,CTN,,445.84,,False,451.2,0.0,451.2,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51904 STERLING\12X12,False,19.0,111.0,Match,52162|493022|204300,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,102775,"Interface Americas, Inc.",508102,2468111,20-Feb-24,2309113290,FDIC 17th Floor,2008,Received Not Yet Invoiced,29-Dec-23,60143,DIT40481,1,1,1.0,11710,INTERFACE\420 OPEN AIR\107059 FLANNEL\50CMX50CM,1CPT,2CPT,5.98,SY,1.0,CTN,53.82,1055.95,1055.95,False,1055.95,0.0,1055.95,0.0,0.0,False,False,False,0,False,False,INTERFACE\420 OPEN AIR\107059 FLANNEL\50CMX50CM,False,2.0,128.0,Mismatch,DIT40481|508102|2468111,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",492888,208695,5-Mar-24,2402135306,Lake Point Plaza - Unit 2312  T&M,2008,Received Not Yet Invoiced,2-Feb-24,60143,59979,1,1,1.0,1000011795,Sono Eclipse Florstar * 7.99 x 50.79 Sandhill 53446 LVT,1VNL,2LVT,862.58,SF,862.58,SF,862.58,3010.4,3010.4,False,3010.4,0.0,3010.4,0.0,0.0,False,False,False,0,False,False,SONO ECLIPSE FLORSTAR * 7.99 X 50.79 SANDHILL 53446 LVT,False,1.0,129.0,Match,59979|492888|208695,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,101526,"DNU (103423) Shaw Industries, Inc.",551336,9559530,14-Mar-24,1001-D,Abbvie/Abbott Holding,2008,Received Not Yet Invoiced,22-Jan-24,60143,55897,1,1,1.0,24960,"PATCRAFT\I0563 INFLUENCE\00705 TRANSFORM\ ECOWORX\18""36""",1CPT,2CPT,810.0,SY,162.0,CTN,810.0,30925.8,30925.8,False,30925.8,0.0,30925.8,0.0,0.0,False,False,False,0,False,False,"PATCRAFT\I0563 INFLUENCE\00705 TRANSFORM\ ECOWORX\18""36""",False,3.0,127.0,Mismatch,55897|551336|9559530,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,103423,"Shaw Industries, Inc.",559098,9809370,19-Mar-24,2401133521,Old Republic Suite 807,2008,Received Not Yet Invoiced,29-Jan-24,60143,57990,1,1,1.0,13425,PHILADELPHIA\54807 BE OPEN\00505 COURAGE\SYNTHETIC\12',1CBL,2CBL,47.33,SY,35.5,LF,47.33,719.89,719.89,False,719.89,0.0,719.89,0.0,0.0,False,False,False,0,False,False,PHILADELPHIA\54807 BE OPEN\00505 COURAGE\SYNTHETIC\12',False,1.0,129.0,Mismatch,57990|559098|9809370,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,122034,Engineered Floors LLC,568403,6-3300493,25-Mar-24,230795781,Old Republic - 17th Floor Reno,2008,Received Not Yet Invoiced,20-Dec-23,60143,46591,1,1,1.0,22872,J&J\6202 CITY BLOCKS III\2105 UNIVERSITY SQUARE\PREMIERBAC PLUS\12',1CBL,2CBL,760.0,SY,570.0,LF,798.0,11148.06,11148.06,False,11148.06,0.0,11148.06,0.0,0.0,False,False,False,0,False,False,J&J\6202 CITY BLOCKS III\2105 UNIVERSITY SQUARE\PREMIERBAC PLUS\12',False,4.0,126.0,Mismatch,46591|568403|6-3300493,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,102775,"Interface Americas, Inc.",586681,2473544,1-Apr-24,221276742,Epic Sci Fi,2008,Received Not Yet Invoiced,12-Jan-24,60143,53225,1,1,1.0,9314,"INTERFACE\NATURAL WOODGRAINS\A00203 CHESTNUT\9.845""X39.38""",1VNL,2LVT,269.11,SF,10.0,CTN,296.01,1021.23,1021.23,False,2042.46,0.0,2042.46,0.0,0.0,False,False,False,0,False,False,"INTERFACE\NATURAL WOODGRAINS\A00203 CHESTNUT\9.845""X39.38""",False,3.0,127.0,Mismatch,53225|586681|2473544,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,102775,"Interface Americas, Inc.",586681,2473544,1-Apr-24,221276742,Epic Sci Fi,2008,Received Not Yet Invoiced,12-Jan-24,60143,53225,2,1,1.0,34492,INTERFACE\DRAWN LINES\A00903 BRONZE\25CMX1M,1VNL,2LVT,269.11,SF,10.0,CTN,296.01,1021.23,1021.23,False,2042.46,0.0,2042.46,0.0,0.0,False,False,False,0,False,False,INTERFACE\DRAWN LINES\A00903 BRONZE\25CMX1M,False,2.0,128.0,Mismatch,53225|586681|2473544,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,101101,"Mohawk Commercial, Inc",521264,C1781088,2-Apr-24,230693046,"New Covenant Bible Church, St. Char",2008,Received Not Yet Invoiced,22-Feb-24,60143,66113,1,1,1.0,1401,"MOHAWK\C0009 SECOYA LVT\142 KEW GARDENS\9""X59""",1VNL,2LVT,91.36,SF,4.0,CTN,91.36,359.04,359.04,True,426.6,67.56,359.04,0.158368,0.188168,False,False,False,1,False,False,"MOHAWK\C0009 SECOYA LVT\142 KEW GARDENS\9""X59""",False,8.0,122.0,Mismatch,66113|521264|C1781088,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,101101,"Mohawk Commercial, Inc",521264,C1781088,2-Apr-24,230693046,"New Covenant Bible Church, St. Char",5504,PROJECT Freight,22-Feb-24,60143,66113,1,1,1.0,1401,"MOHAWK\C0009 SECOYA LVT\142 KEW GARDENS\9""X59""",1VNL,2LVT,91.36,SF,4.0,CTN,1.0,67.56,3.93,True,426.6,67.56,359.04,0.158368,0.188168,False,False,False,1,False,False,"MOHAWK\C0009 SECOYA LVT\142 KEW GARDENS\9""X59""",False,8.0,122.0,Mismatch,66113|521264|C1781088,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,108164,"Mannington Mills, Inc.",572722,98603265,2-Apr-24,2311121647,Transunion Carpet Repair,2008,Received Not Yet Invoiced,22-Dec-23,60143,47573,1,1,1.0,1000008202,"Mannington - Color Anchor II -12"" x 24""-Infinity 2 Modular-Isle Blue (33022)",100,100,8.0,SY,8.0,SY,8.0,191.2,191.2,False,191.2,0.0,191.2,0.0,0.0,False,False,False,0,False,False,"MANNINGTON - COLOR ANCHOR II -12"" X 24""-INFINITY 2 MODULAR-ISLE BLUE (33022)",False,1.0,129.0,Match,47573|572722|98603265,Consistent,100,Carpet Tiles,Old Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",591628,214226,4-Apr-24,1000-D,AMITA Health Holding,2008,Received Not Yet Invoiced,29-Feb-24,60143,69104,3,1,1.0,1585,ARMSTRONG\IMPERIAL TEXTURE\51802 SILVER GREEN\12X12,1VNL,2VCT,1.0,CTN,1.0,CTN,1.0,56.4,56.4,False,394.8,0.0,394.8,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51802 SILVER GREEN\12X12,False,3.0,127.0,Match,69104|591628|214226,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",591628,214226,4-Apr-24,1000-D,AMITA Health Holding,2008,Received Not Yet Invoiced,29-Feb-24,60143,69104,1,1,1.0,1499,ARMSTRONG\IMPERIAL TEXTURE\51905 HAZELNUT\12X12,1VNL,2VCT,1.0,CTN,1.0,CTN,1.0,56.4,56.4,False,394.8,0.0,394.8,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51905 HAZELNUT\12X12,False,1.0,129.0,Match,69104|591628|214226,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",591628,214226,4-Apr-24,1000-D,AMITA Health Holding,2008,Received Not Yet Invoiced,29-Feb-24,60143,69104,2,1,1.0,1571,ARMSTRONG\IMPERIAL TEXTURE\51810 WASHED LINEN\12X12,1VNL,2VCT,5.0,CTN,5.0,CTN,5.0,282.0,282.0,False,394.8,0.0,394.8,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51810 WASHED LINEN\12X12,False,5.0,125.0,Match,69104|591628|214226,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",591911,216428,4-Apr-24,1081,MacNeal/Gottlieb Holding,5205,PROJECT PO Variance M181 & M182,11-Mar-24,60143,72400,1,1,1.0,1491,ARMSTRONG\IMPERIAL TEXTURE\51839 FORTRESS WHITE\12X12,1VNL,2VCT,16.0,CTN,16.0,CTN,,891.68,,False,902.4,0.0,902.4,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51839 FORTRESS WHITE\12X12,False,14.0,116.0,Match,72400|591911|216428,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",591911,216428,4-Apr-24,1081,MacNeal/Gottlieb Holding,2008,Received Not Yet Invoiced,11-Mar-24,60143,72400,1,1,1.0,1491,ARMSTRONG\IMPERIAL TEXTURE\51839 FORTRESS WHITE\12X12,1VNL,2VCT,16.0,CTN,16.0,CTN,16.0,10.72,902.4,False,902.4,0.0,902.4,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51839 FORTRESS WHITE\12X12,False,14.0,116.0,Match,72400|591911|216428,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",597280,218388,8-Apr-24,1081,MacNeal/Gottlieb Holding,5205,PROJECT PO Variance M181 & M182,25-Mar-24,60143,77216,1,1,1.0,1491,ARMSTRONG\IMPERIAL TEXTURE\51839 FORTRESS WHITE\12X12,1VNL,2VCT,16.0,CTN,16.0,CTN,,891.68,,False,902.4,0.0,902.4,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51839 FORTRESS WHITE\12X12,False,14.0,116.0,Match,77216|597280|218388,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",597280,218388,8-Apr-24,1081,MacNeal/Gottlieb Holding,2008,Received Not Yet Invoiced,25-Mar-24,60143,77216,1,1,1.0,1491,ARMSTRONG\IMPERIAL TEXTURE\51839 FORTRESS WHITE\12X12,1VNL,2VCT,16.0,CTN,16.0,CTN,16.0,10.72,902.4,False,902.4,0.0,902.4,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51839 FORTRESS WHITE\12X12,False,14.0,116.0,Match,77216|597280|218388,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",599468,218664,9-Apr-24,230383805,McCain Foods - Oakbrook Terrace,2008,Received Not Yet Invoiced,27-Mar-24,60143,77911,1,1,1.0,1518,ARMSTRONG\IMPERIAL TEXTURE\51803 PEARL WHITE\12X12,1VNL,2VCT,1.0,CTN,1.0,CTN,1.0,56.4,56.4,False,56.4,0.0,56.4,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51803 PEARL WHITE\12X12,False,4.0,126.0,Match,77911|599468|218664,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,102775,"Interface Americas, Inc.",601187,2496906,9-Apr-24,230379972,Server Farm CH1,2008,Received Not Yet Invoiced,12-Mar-24,60143,72708,1,1,1.0,11982,INTERFACE\SR899 STEP REPEAT\104921 DARK BROWN\50CMX50CM,1CPT,2CPT,11.96,SY,2.0,CTN,11.96,514.28,514.28,False,514.28,0.0,514.28,0.0,0.0,False,False,False,0,False,False,INTERFACE\SR899 STEP REPEAT\104921 DARK BROWN\50CMX50CM,False,3.0,127.0,Mismatch,72708|601187|2496906,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,108164,"Mannington Mills, Inc.",613731,98644180,19-Apr-24,2402140111,Old Republic 12th Floor Corridor,2008,Received Not Yet Invoiced,8-Mar-24,60143,72460,1,1,1.0,46941,"MANNINGTON\POETICA MONTGOMERY\52075 CHANSON\24""X24""",1CPT,2CPT,72.0,SY,9.0,CTN,72.0,2203.2,2203.2,False,2203.2,0.0,2203.2,0.0,0.0,False,False,False,0,False,False,"MANNINGTON\POETICA MONTGOMERY\52075 CHANSON\24""X24""",False,1.0,129.0,Mismatch,72460|613731|98644180,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,108164,"Mannington Mills, Inc.",613155,98645243,19-Apr-24,2401132205,Abbvie AP34-3 Exec Suite Reno -2024,2008,Received Not Yet Invoiced,11-Mar-24,60143,72345,1,1,1.0,43798,"MANNINGTON\AMTICO WOOD\AROW7660 LIMED WASHED WOOD\6""X36""",1VNL,2LVT,180.0,SF,4.0,CTN,180.0,774.0,774.0,False,774.0,0.0,774.0,0.0,0.0,False,False,False,0,False,False,"MANNINGTON\AMTICO WOOD\AROW7660 LIMED WASHED WOOD\6""X36""",False,2.0,128.0,Mismatch,72345|613155|98645243,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,108164,"Mannington Mills, Inc.",613769,98654133,19-Apr-24,2311123897,Abbvie J50-2 Upgrade,2008,Received Not Yet Invoiced,11-Mar-24,60143,72543,1,1,1.0,1000015552,Mannington Amtico Wood Unbeveled Edge 4.5in x 36in - Classic Oak (AR0W7430),1VNL,2LVT,3915.0,SF,3915.0,SF,3915.0,16834.5,16834.5,False,16834.5,0.0,16834.5,0.0,0.0,False,False,False,0,False,False,MANNINGTON AMTICO WOOD UNBEVELED EDGE 4.5IN X 36IN - CLASSIC OAK (AR0W7430),False,1.0,129.0,Match,72543|613769|98654133,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",644895,221126,3-May-24,2402135769,NCH Admin Space Remodeling,2008,Received Not Yet Invoiced,5-Mar-24,60143,72122,1,1,1.0,17090,"ARMSTRONG\EXCHANGE\ST910 STATIC CATHODE GREY\6""X36""",1VNL,2LVT,1404.0,SF,39.0,CTN,1404.0,3959.28,3959.28,False,3959.28,0.0,3959.28,0.0,0.0,False,False,False,0,False,False,"ARMSTRONG\EXCHANGE\ST910 STATIC CATHODE GREY\6""X36""",False,2.0,128.0,Mismatch,72122|644895|221126,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",644909,221127,3-May-24,2310115974,NCH 2101 S Arlington Heights Rd GI,2008,Received Not Yet Invoiced,8-Mar-24,60143,72132,1,1,1.0,17132,"ARMSTRONG\BIOME\ST253 MONTANE ULURU\6""X48""",1VNL,2LVT,648.0,SF,18.0,CTN,648.0,1613.52,1613.52,False,1613.52,0.0,1613.52,0.0,0.0,False,False,False,0,False,False,"ARMSTRONG\BIOME\ST253 MONTANE ULURU\6""X48""",False,4.0,126.0,Mismatch,72132|644909|221127,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,108164,"Mannington Mills, Inc.",646607,98663908,6-May-24,2403141231,Gottlieb Admitting-Registration,2008,Received Not Yet Invoiced,1-Mar-24,60143,69634,1,1,1.0,28173,"MANNINGTON\HUSK\43333 SORREL\24""X24""",1CPT,2CPT,160.0,SY,20.0,CTN,160.0,4568.0,4568.0,False,4568.0,0.0,4568.0,0.0,0.0,False,False,False,0,False,False,"MANNINGTON\HUSK\43333 SORREL\24""X24""",False,2.0,128.0,Mismatch,69634|646607|98663908,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",634473,223381,8-May-24,2404150997,Alexander McQueen - T&M,2008,Received Not Yet Invoiced,18-Apr-24,60143,86674,1,1,1.0,924,ARMSTRONG\STANDARD EXCELON\51910 CLASSIC BLACK\12X12,1VNL,2VCT,1.0,CTN,1.0,CTN,1.0,56.4,56.4,False,56.4,0.0,56.4,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\STANDARD EXCELON\51910 CLASSIC BLACK\12X12,False,3.0,127.0,Match,86674|634473|223381,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",653732,220228,9-May-24,221073155,Schaumburg Township District Librar,5205,PROJECT PO Variance M181 & M182,4-Apr-24,60143,3329145,1,1,1.0,1140,ARMSTRONG\IMPERIAL TEXTURE\51925 CHARCOAL\12X12,1VNL,2VCT,5.0,CTN,5.0,CTN,,124.22,,False,282.0,0.0,282.0,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51925 CHARCOAL\12X12,False,22.0,108.0,Match,3329145|653732|220228,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",653732,220228,9-May-24,221073155,Schaumburg Township District Librar,2008,Received Not Yet Invoiced,4-Apr-24,60143,3329145,1,1,1.0,1140,ARMSTRONG\IMPERIAL TEXTURE\51925 CHARCOAL\12X12,1VNL,2VCT,5.0,CTN,5.0,CTN,5.0,157.78,282.0,False,282.0,0.0,282.0,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51925 CHARCOAL\12X12,False,22.0,108.0,Match,3329145|653732|220228,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",639270,225289,13-May-24,2402135769,NCH Admin Space Remodeling,2008,Received Not Yet Invoiced,17-Apr-24,60143,86254,1,1,1.0,17132,"ARMSTRONG\BIOME\ST253 MONTANE ULURU\6""X48""",1VNL,2LVT,252.0,SF,7.0,CTN,252.0,627.48,627.48,False,627.48,0.0,627.48,0.0,0.0,False,False,False,0,False,False,"ARMSTRONG\BIOME\ST253 MONTANE ULURU\6""X48""",False,4.0,126.0,Mismatch,86254|639270|225289,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",639021,225293,13-May-24,2404151184,1370 Busch Parkway,2008,Received Not Yet Invoiced,26-Apr-24,60143,90043,1,1,1.0,1480,ARMSTRONG\IMPERIAL TEXTURE\52513 CIRQUE WHITE\12X12,1VNL,2VCT,6.0,CTN,6.0,CTN,6.0,338.4,338.4,False,338.4,0.0,338.4,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\52513 CIRQUE WHITE\12X12,False,8.0,122.0,Match,90043|639021|225293,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",651798,226723,14-May-24,2404150608,FCB Chicago room 1935,2008,Received Not Yet Invoiced,2-May-24,60143,92064,1,1,1.0,1484,ARMSTRONG\IMPERIAL TEXTURE\51809 DESERT BEIGE\12X12,1VNL,2VCT,11.0,CTN,11.0,CTN,11.0,632.83,632.83,False,632.83,0.0,632.83,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51809 DESERT BEIGE\12X12,False,6.0,124.0,Match,92064|651798|226723,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
