SITE,SITE DESCRIPTION,SUPPLIER NO,SUPPLIER NAME,INVOICE ID,INVOICE NO,DATE POSTED,PROJECT ID,PROJECT NAME,ACCOUNT,ACCOUNT DESCRIPTION,PLANNED DELIVERY DATE,SHIP TO ZIP,PO NO,PO LINE NO,PO REL NO,RECEIPT NO,PART NO,PART DESCRIPTION,COMM 1,COMM 2,PO PURCH QTY,PURCH UOM,PO INV QTY,INV UOM,INVOICED LINE QTY,INVOICE LINE TOTAL,PO PRICE,PO_HAS_PROJECT_FREIGHT,TOTAL_PO_VALUE,PROJECT_FREIGHT_COST,PRODUCT_ONLY_PO_VALUE,PROJECT_FREIGHT_PERCENT,FREIGHT_PERCENT_EXCL_PRODUCT,FREIGHT_≥90%_OF_PO,FREIGHT_GT_PRODUCT,NEGATIVE_FREIGHT_PERCENT,PROJECT_FREIGHT_LINE_COUNT,PO_HAS_MULTIPLE_PROJECT_FREIGHT_LINES,HIGH_FREIGHT_FLAG,PART DESCRIPTION CLEAN,IS_LABOR,PRODUCT_ORDER_COUNT,PRODUCT_ORDER_RANK,UOM_COMPARISON_STATUS,PO_INVOICE_COMPOSITE_KEY,PO_COMPOSITE_KEY_CONSISTENCY,Commodity Group,Description,Old/New,Priority,IS_MANUAL,ALL_PRIORITY,PRIORITY_PO_FLAG
DIT,Diverzify Itasca,104804,Spartan Surfaces,661554,667106,14-May-24,2402135715,124026 AHA refresh,2008,Received Not Yet Invoiced,28-Mar-24,60143,78958,1,1,1.0,33785,"COBALT SURFACES\KATANGA LOOSE LAY LVT\KP5-803 MACADAMIA\5MMX7""X48""",1VNL,2LVT,140.16,SF,6.0,CTN,140.16,131.75,131.75,False,131.75,0.0,131.75,0.0,0.0,False,False,False,0,False,False,"COBALT SURFACES\KATANGA LOOSE LAY LVT\KP5-803 MACADAMIA\5MMX7""X48""",False,1.0,129.0,Mismatch,78958|661554|667106,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",663034,221970,15-May-24,2402138862,LaGrange CC,5205,PROJECT PO Variance M181 & M182,9-Apr-24,60143,83336,1,1,1.0,1580,ARMSTRONG\IMPERIAL TEXTURE\51904 STERLING\12X12,1VNL,2VCT,18.0,CTN,18.0,CTN,,1003.14,,False,1015.2,0.0,1015.2,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51904 STERLING\12X12,False,19.0,111.0,Match,83336|663034|221970,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",663034,221970,15-May-24,2402138862,LaGrange CC,2008,Received Not Yet Invoiced,9-Apr-24,60143,83336,1,1,1.0,1580,ARMSTRONG\IMPERIAL TEXTURE\51904 STERLING\12X12,1VNL,2VCT,18.0,CTN,18.0,CTN,18.0,12.06,1015.2,False,1015.2,0.0,1015.2,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51904 STERLING\12X12,False,19.0,111.0,Match,83336|663034|221970,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",659035,227439,15-May-24,220366147,Amita SJH-C Eating Disorder Unit,2008,Received Not Yet Invoiced,7-May-24,60143,93330,1,1,1.0,5541,TARKETT\IQ OPTIMA\0853 THUNDER HEAD\6'6,1VNL,2ROLL,15.2,SY,15.2,SY,15.23,468.17,468.17,False,468.17,0.0,468.17,0.0,0.0,False,False,False,0,False,False,TARKETT\IQ OPTIMA\0853 THUNDER HEAD\6'6,False,2.0,128.0,Match,93330|659035|227439,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,101023,MANNINGTON COMMERCIAL,651415,98716343,16-May-24,2403141231,Gottlieb Admitting-Registration,2008,Received Not Yet Invoiced,3-May-24,60143,92554,1,1,1.0,28173,"MANNINGTON\HUSK\43333 SORREL\24""X24""",1CPT,2CPT,56.0,SY,7.0,CTN,56.0,1598.8,1598.8,False,1598.8,0.0,1598.8,0.0,0.0,False,False,False,0,False,False,"MANNINGTON\HUSK\43333 SORREL\24""X24""",False,2.0,128.0,Mismatch,92554|651415|98716343,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,549,"Florstar Sales, Inc",670772,228766,20-May-24,2403143885,Black & Veatch suite 203,5205,PROJECT PO Variance M181 & M182,13-May-24,60143,95622,1,1,1.0,1586,ARMSTRONG\IMPERIAL TEXTURE\59234 SILK\12X12,1VNL,2VCT,2.0,CTN,2.0,CTN,,-2.94,,False,115.06,0.0,115.06,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\59234 SILK\12X12,False,10.0,120.0,Match,95622|670772|228766,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,549,"Florstar Sales, Inc",670772,228766,20-May-24,2403143885,Black & Veatch suite 203,2008,Received Not Yet Invoiced,13-May-24,60143,95622,1,1,1.0,1586,ARMSTRONG\IMPERIAL TEXTURE\59234 SILK\12X12,1VNL,2VCT,2.0,CTN,2.0,CTN,2.0,118.0,115.06,False,115.06,0.0,115.06,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\59234 SILK\12X12,False,10.0,120.0,Match,95622|670772|228766,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,121550,Mohawk Industries,670616,C2517557,20-May-24,2401132836,Gerald NIssan North Aurora,2008,Received Not Yet Invoiced,16-May-24,60143,96066,2,1,1.0,1000022609,Mohawk Hot & Heavy Bolder (C0010) 36in x 36in 5.0MM - Onyx (999),40,40,612.0,SF,612.0,SF,612.0,2025.72,2025.72,False,2025.72,0.0,2025.72,0.0,0.0,False,False,False,0,False,False,MOHAWK HOT & HEAVY BOLDER (C0010) 36IN X 36IN 5.0MM - ONYX (999),False,2.0,128.0,Match,96066|670616|C2517557,Consistent,40,Vinyl Tile,Old Commodity,Yes,False,True,True
DIT,Diverzify Itasca,101526,"Shaw Industries, Inc.",683315,2688941,30-May-24,2401132430,Abbvie ABV1 New Carpet,2008,Received Not Yet Invoiced,14-May-24,60143,96191,1,1,1.0,24960,"PATCRAFT\I0563 INFLUENCE\00705 TRANSFORM\ ECOWORX\18""36""",1CPT,2CPT,120.0,SY,24.0,CTN,120.0,4581.6,4581.6,False,4581.6,0.0,4581.6,0.0,0.0,False,False,False,0,False,False,"PATCRAFT\I0563 INFLUENCE\00705 TRANSFORM\ ECOWORX\18""36""",False,3.0,127.0,Mismatch,96191|683315|2688941,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",694200,231154,3-Jun-24,2403145735,Sarahs Circle,2008,Received Not Yet Invoiced,28-May-24,60143,101030,1,1,1.0,1597,ARMSTRONG\IMPERIAL TEXTURE\57551 PERFECT STORM\12X12,1VNL,2VCT,630.0,SF,14.0,CTN,630.0,805.42,805.42,False,805.42,0.0,805.42,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\57551 PERFECT STORM\12X12,False,7.0,123.0,Mismatch,101030|694200|231154,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",709878,222526,12-Jun-24,230177572,Abbott DP1 Cafeteria - CARPET,2008,Received Not Yet Invoiced,11-Apr-24,60143,84457,1,1,1.0,1011,ARMSTRONG\IMPERIAL TEXTURE\51903 BLUE GREY\12X12,1VNL,2VCT,9.0,CTN,9.0,CTN,9.0,507.6,507.6,False,507.6,0.0,507.6,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51903 BLUE GREY\12X12,False,2.0,128.0,Match,84457|709878|222526,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",710030,233134,12-Jun-24,2405157163,"Apple Store Summit Mall, Akron, OH",5205,PROJECT PO Variance M181 & M182,11-Jun-24,60143,104791,1,1,1.0,1580,ARMSTRONG\IMPERIAL TEXTURE\51904 STERLING\12X12,1VNL,2VCT,23.0,CTN,23.0,CTN,,1307.78,,False,1323.19,0.0,1323.19,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51904 STERLING\12X12,False,19.0,111.0,Match,104791|710030|233134,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",710030,233134,12-Jun-24,2405157163,"Apple Store Summit Mall, Akron, OH",2008,Received Not Yet Invoiced,11-Jun-24,60143,104791,1,1,1.0,1580,ARMSTRONG\IMPERIAL TEXTURE\51904 STERLING\12X12,1VNL,2VCT,23.0,CTN,23.0,CTN,23.0,15.41,1323.19,False,1323.19,0.0,1323.19,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51904 STERLING\12X12,False,19.0,111.0,Match,104791|710030|233134,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,101526,"Shaw Industries, Inc.",711855,9609796,13-Jun-24,2311123790,Alexis Gardens,2008,Received Not Yet Invoiced,29-May-24,60143,101336,1,1,1.0,1000023648,Shaw Core (5A178) 12ft Ultraloc - Quince (78504),10,10,20.0,SY,20.0,SY,20.0,498.4,498.4,False,498.4,0.0,498.4,0.0,0.0,False,False,False,0,False,False,SHAW CORE (5A178) 12FT ULTRALOC - QUINCE (78504),False,1.0,129.0,Match,101336|711855|9609796,Consistent,10,Carpet,Old Commodity,Yes,False,True,True
DIT,Diverzify Itasca,102775,"Interface Americas, Inc.",717126,2510838,17-Jun-24,221276742,Epic Sci Fi,2008,Received Not Yet Invoiced,13-Jun-24,60143,4557234,1,1,1.0,9314,"INTERFACE\NATURAL WOODGRAINS\A00203 CHESTNUT\9.845""X39.38""",1VNL,2LVT,269.1,SF,10.0,CTN,269.1,928.4,928.4,False,1856.8,0.0,1856.8,0.0,0.0,False,False,False,0,False,False,"INTERFACE\NATURAL WOODGRAINS\A00203 CHESTNUT\9.845""X39.38""",False,3.0,127.0,Mismatch,4557234|717126|2510838,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,102775,"Interface Americas, Inc.",717126,2510838,17-Jun-24,221276742,Epic Sci Fi,2008,Received Not Yet Invoiced,13-Jun-24,60143,4557234,2,1,1.0,34492,INTERFACE\DRAWN LINES\A00903 BRONZE\25CMX1M,1VNL,2LVT,269.1,SF,10.0,CTN,269.1,928.4,928.4,False,1856.8,0.0,1856.8,0.0,0.0,False,False,False,0,False,False,INTERFACE\DRAWN LINES\A00903 BRONZE\25CMX1M,False,2.0,128.0,Mismatch,4557234|717126|2510838,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,121238,Floorfolio Industries,714623,28421,18-Jun-24,2405158161,Wayne Township Senior Ctr. Addition,2008,Received Not Yet Invoiced,11-Jun-24,60143,106210,1,1,1.0,38375,"FLOORFOLIO\OMBRE\648-708 WOOD GRAIN\6""X48""",1VNL,2LVT,1368.0,SF,38.0,CTN,1368.0,2585.52,2585.52,False,2585.52,0.0,2585.52,0.0,0.0,False,False,False,0,False,False,"FLOORFOLIO\OMBRE\648-708 WOOD GRAIN\6""X48""",False,1.0,129.0,Mismatch,106210|714623|28421,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,102775,"Interface Americas, Inc.",716523,2531086,21-Jun-24,230384014,"Liberty Bible Church, Valpo, IN - c",2008,Received Not Yet Invoiced,14-Jun-24,60143,105408,1,1,1.0,51147,INTERFACE\PERFECT PAIR\107582 DUOTONE\GLASBAC\50CMX50CM,1CPT,2CPT,71.76,SY,12.0,CTN,71.76,1919.58,1919.58,False,1919.58,0.0,1919.58,0.0,0.0,False,False,False,0,False,False,INTERFACE\PERFECT PAIR\107582 DUOTONE\GLASBAC\50CMX50CM,False,8.0,122.0,Mismatch,105408|716523|2531086,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",728581,235457,24-Jun-24,2403143320,Cather Elementary,5205,PROJECT PO Variance M181 & M182,19-Jun-24,60143,109140,1,1,1.0,1586,ARMSTRONG\IMPERIAL TEXTURE\59234 SILK\12X12,1VNL,2VCT,96.0,CTN,96.0,CTN,,-141.12,,False,5522.88,0.0,5522.88,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\59234 SILK\12X12,False,10.0,120.0,Match,109140|728581|235457,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",728581,235457,24-Jun-24,2403143320,Cather Elementary,2008,Received Not Yet Invoiced,19-Jun-24,60143,109140,1,1,1.0,1586,ARMSTRONG\IMPERIAL TEXTURE\59234 SILK\12X12,1VNL,2VCT,96.0,CTN,96.0,CTN,96.0,5664.0,5522.88,False,5522.88,0.0,5522.88,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\59234 SILK\12X12,False,10.0,120.0,Match,109140|728581|235457,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,103423,"Shaw Industries, Inc.",735038,2344388,28-Jun-24,2311123790,Alexis Gardens,2008,Received Not Yet Invoiced,15-Apr-24,60143,85444,1,1,1.0,48405,SHAW\E0819 MAKE IT YOURS\752 DOCKSIDE\CLASSICBAC\12',1CBL,2CBL,140.0,SY,105.0,LF,140.0,1071.0,1071.0,False,1071.0,0.0,1071.0,0.0,0.0,False,False,False,0,False,False,SHAW\E0819 MAKE IT YOURS\752 DOCKSIDE\CLASSICBAC\12',False,51.0,79.0,Mismatch,85444|735038|2344388,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",1001119,237433,3-Jul-24,230279302,CPS - Parkside-  Tanner 2023,2008,Received Not Yet Invoiced,2-Jul-24,60143,113453,1,1,1.0,1571,ARMSTRONG\IMPERIAL TEXTURE\51810 WASHED LINEN\12X12,1VNL,2VCT,38.0,CTN,38.0,CTN,38.0,2186.14,2186.14,False,2186.14,0.0,2186.14,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51810 WASHED LINEN\12X12,False,5.0,125.0,Match,113453|1001119|237433,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,101085,DNU     Milliken & Co,1010115,1461377-36821,11-Jul-24,230484563,Doubletree Cedar Rapids Public Spac,2008,Received Not Yet Invoiced,20-Nov-23,60143,36821,1,1,1.0,754,MILLIKEN\OBEX CUTX FIZZ TILE\FZX118-119 DARK GREY\50CM X50CM,1CPT,2CPT,3.0,CTN,3.0,CTN,3.0,693.93,693.93,False,693.93,0.0,693.93,0.0,0.0,False,False,False,0,False,,MILLIKEN\OBEX CUTX FIZZ TILE\FZX118-119 DARK GREY\50CM X50CM,False,4.0,126.0,Match,36821|1010115|1461377-36821,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",1063141,245195,13-Aug-24,2309112073,Kildeer Countryside School District,2008,Received Not Yet Invoiced,30-Jul-24,60143,124045,1,1,1.0,1000028461,"Johnsonite VS-31 Vinyl Stringer 10""X50' - Pewter (38)",1VNL,2LVT,50.0,LF,50.0,LF,50.0,188.0,188.0,False,188.0,0.0,188.0,0.0,0.0,False,False,False,0,False,False,"JOHNSONITE VS-31 VINYL STRINGER 10""X50' - PEWTER (38)",False,1.0,129.0,Match,124045|1063141|245195,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",1063132,245204,13-Aug-24,2405154692,Black Stone Lower Lounge,2008,Received Not Yet Invoiced,7-Aug-24,60143,127358,1,1,1.0,1565,ARMSTRONG\IMPERIAL TEXTURE\51830 COTTAGE TAN\12X12,1VNL,2VCT,4.0,CTN,4.0,CTN,4.0,230.12,230.12,False,230.12,0.0,230.12,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51830 COTTAGE TAN\12X12,False,6.0,124.0,Match,127358|1063132|245204,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",1070314,245810,15-Aug-24,2408172838,Flossmoor SD 161 - Western Ave VCT,5205,PROJECT PO Variance M181 & M182,13-Aug-24,60143,129437,1,1,1.0,1140,ARMSTRONG\IMPERIAL TEXTURE\51925 CHARCOAL\12X12,1VNL,2VCT,10.0,CTN,10.0,CTN,,259.75,,False,575.3,0.0,575.3,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51925 CHARCOAL\12X12,False,22.0,108.0,Match,129437|1070314|245810,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",1070314,245810,15-Aug-24,2408172838,Flossmoor SD 161 - Western Ave VCT,2008,Received Not Yet Invoiced,13-Aug-24,60143,129437,1,1,1.0,1140,ARMSTRONG\IMPERIAL TEXTURE\51925 CHARCOAL\12X12,1VNL,2VCT,10.0,CTN,10.0,CTN,10.0,315.55,575.3,False,575.3,0.0,575.3,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51925 CHARCOAL\12X12,False,22.0,108.0,Match,129437|1070314|245810,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",1074830,246704,20-Aug-24,2404149667,"Silver Cross corridors C102-104, C1",2008,Received Not Yet Invoiced,17-Apr-24,60143,86085,1,1,1.0,39399,"TARKETT\ACCZENT SERENE OAK\WARM BROWN\6'6""",1VNL,2ROLL,509.71,SY,509.71,SY,509.75,14273.0,14273.0,False,14273.0,0.0,14273.0,0.0,0.0,False,False,False,0,False,False,"TARKETT\ACCZENT SERENE OAK\WARM BROWN\6'6""",False,2.0,128.0,Match,86085|1074830|246704,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",1102839,248027,6-Sep-24,2408173947,SJ-C 2nd VCT Repair,2008,Received Not Yet Invoiced,20-Aug-24,60143,132028,1,1,1.0,22552,"TARKETT\VCT II\522 STEEL WORKS\12""X12""",1VNL,2VCT,45.0,SF,1.0,CTN,45.0,46.58,46.58,False,46.58,0.0,46.58,0.0,0.0,False,False,False,0,False,False,"TARKETT\VCT II\522 STEEL WORKS\12""X12""",False,9.0,121.0,Mismatch,132028|1102839|248027,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,101101,"Mohawk Commercial, Inc",1104436,C3419396,6-Sep-24,2403144692,Abbvie AP4 Lobby-Breakroom,2008,Received Not Yet Invoiced,30-Aug-24,60143,136437,1,1,1.0,3259,"MOHAWK\QL311 STEP UP II\955 COBALT\24""X24""",1CPT,2CPT,37.33,SY,6.0,CTN,37.33,1669.02,1669.02,False,1669.02,0.0,1669.02,0.0,0.0,False,False,False,0,False,False,"MOHAWK\QL311 STEP UP II\955 COBALT\24""X24""",False,4.0,126.0,Mismatch,136437|1104436|C3419396,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",1114073,250355,12-Sep-24,2408175982,United Church of Hyde Park,5205,PROJECT PO Variance M181 & M182,4-Sep-24,60143,137466,1,1,1.0,1491,ARMSTRONG\IMPERIAL TEXTURE\51839 FORTRESS WHITE\12X12,1VNL,2VCT,70.0,CTN,70.0,CTN,,3980.2,,False,4027.1,0.0,4027.1,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51839 FORTRESS WHITE\12X12,False,14.0,116.0,Match,137466|1114073|250355,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",1114073,250355,12-Sep-24,2408175982,United Church of Hyde Park,2008,Received Not Yet Invoiced,4-Sep-24,60143,137466,1,1,1.0,1491,ARMSTRONG\IMPERIAL TEXTURE\51839 FORTRESS WHITE\12X12,1VNL,2VCT,70.0,CTN,70.0,CTN,70.0,46.9,4027.1,False,4027.1,0.0,4027.1,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51839 FORTRESS WHITE\12X12,False,14.0,116.0,Match,137466|1114073|250355,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",1157335,254817,8-Oct-24,2409183221,1460 Cargo tile repair,2008,Received Not Yet Invoiced,30-Sep-24,60143,146519,1,1,1.0,1238,"ARMSTRONG\IMPERIAL TEXTURE\51908 PEWTER\12""X12""",1VNL,2VCT,20.0,CTN,20.0,CTN,20.0,1128.0,1150.6,False,1150.6,0.0,1150.6,0.0,0.0,False,False,False,0,False,False,"ARMSTRONG\IMPERIAL TEXTURE\51908 PEWTER\12""X12""",False,11.0,119.0,Match,146519|1157335|254817,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",1157335,254817,8-Oct-24,2409183221,1460 Cargo tile repair,5205,PROJECT PO Variance M181 & M182,30-Sep-24,60143,146519,1,1,1.0,1238,"ARMSTRONG\IMPERIAL TEXTURE\51908 PEWTER\12""X12""",1VNL,2VCT,20.0,CTN,20.0,CTN,,22.6,,False,1150.6,0.0,1150.6,0.0,0.0,False,False,False,0,False,False,"ARMSTRONG\IMPERIAL TEXTURE\51908 PEWTER\12""X12""",False,11.0,119.0,Match,146519|1157335|254817,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",1188012,259567,30-Oct-24,220770381,Hyatt Centric ROSEMONT,2008,Received Not Yet Invoiced,23-Oct-24,60143,154834,1,1,1.0,1570,ARMSTRONG\IMPERIAL TEXTURE\57518 WHITE OUT\12X12,1VNL,2VCT,6.0,CTN,6.0,CTN,6.0,365.94,365.94,False,365.94,0.0,365.94,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\57518 WHITE OUT\12X12,False,6.0,124.0,Match,154834|1188012|259567,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",1244079,264532,2-Dec-24,230897098,"Liberty Bible Church, Chesterton, I",2008,Received Not Yet Invoiced,22-Nov-24,60143,165584,1,1,1.0,1571,ARMSTRONG\IMPERIAL TEXTURE\51810 WASHED LINEN\12X12,1VNL,2VCT,1.0,CTN,1.0,CTN,1.0,60.99,60.99,False,60.99,0.0,60.99,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51810 WASHED LINEN\12X12,False,5.0,125.0,Match,165584|1244079|264532,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",1271378,267878,19-Dec-24,2403141617,North Park Res Dining - CARPET,2008,Received Not Yet Invoiced,11-Dec-24,60143,171975,1,1,1.0,22551,"TARKETT\VCT II\509 PEWTER\12""X12""",1VNL,2VCT,3.0,CTN,3.0,CTN,3.0,139.74,139.74,False,139.74,0.0,139.74,0.0,0.0,False,False,False,0,False,False,"TARKETT\VCT II\509 PEWTER\12""X12""",False,27.0,103.0,Match,171975|1271378|267878,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",1289154,269737,3-Jan-25,2402140647,LCLC K-Town Center - Carpet & Resil,2008,Received Not Yet Invoiced,27-Dec-24,60143,176417,1,1,1.0,1597,ARMSTRONG\IMPERIAL TEXTURE\57551 PERFECT STORM\12X12,1VNL,2VCT,90.0,SF,2.0,CTN,90.0,121.98,121.98,False,121.98,0.0,121.98,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\57551 PERFECT STORM\12X12,False,7.0,123.0,Mismatch,176417|1289154|269737,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,102775,"Interface Americas, Inc.",1287936,2604286,10-Jan-25,2411194525,SJMC 1st ED Security,2008,Received Not Yet Invoiced,19-Dec-24,60143,175145,1,1,1.0,2255,INTERFACE\WW870 WORLD WOVEN\105345 CHARCOAL WEFT\25CMX1M,1CPT,2CPT,59.8,SY,10.0,CTN,59.8,1447.16,1447.16,False,1447.16,0.0,1447.16,0.0,0.0,False,False,False,0,False,False,INTERFACE\WW870 WORLD WOVEN\105345 CHARCOAL WEFT\25CMX1M,False,6.0,124.0,Mismatch,175145|1287936|2604286,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",1308475,271785,15-Jan-25,2411196183,Dupage Montessori 1st Floor Repairs,2008,Received Not Yet Invoiced,7-Jan-25,60143,179205,1,1,1.0,1484,ARMSTRONG\IMPERIAL TEXTURE\51809 DESERT BEIGE\12X12,1VNL,2VCT,1.0,CTN,1.0,CTN,1.0,60.99,60.99,False,60.99,0.0,60.99,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51809 DESERT BEIGE\12X12,False,6.0,124.0,Match,179205|1308475|271785,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,100613,"Florstar Sales, Inc",1312324,272288,17-Jan-25,2411196183,Dupage Montessori 1st Floor Repairs,2008,Received Not Yet Invoiced,9-Jan-25,60143,180463,1,1,1.0,1484,ARMSTRONG\IMPERIAL TEXTURE\51809 DESERT BEIGE\12X12,1VNL,2VCT,1.0,CTN,1.0,CTN,1.0,60.99,60.99,False,60.99,0.0,60.99,0.0,0.0,False,False,False,0,False,False,ARMSTRONG\IMPERIAL TEXTURE\51809 DESERT BEIGE\12X12,False,6.0,124.0,Match,180463|1312324|272288,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
DIT,Diverzify Itasca,104804,Spartan Surfaces,1646348,691081,22-Jan-25,2406163812,HUPA - Heart of uptown Apartments -,2008,Received Not Yet Invoiced,30-Dec-24,60143,177139,1,1,1.0,1000038860, Unit plank - Cobalt Surfaces Katanga (K12-xxx) 12 Mil Square Edge Glue Down Plank 7in x 48in 2.0 MM - Barnwood (825),1VNL,2LVP,59869.35,SF,59869.35,SF,48049.65,33634.76,33634.76,False,41908.55,0.0,41908.55,0.0,0.0,False,False,False,0,False,False, UNIT PLANK - COBALT SURFACES KATANGA (K12-XXX) 12 MIL SQUARE EDGE GLUE DOWN PLANK 7IN X 48IN 2.0 MM - BARNWOOD (825),False,2.0,128.0,Match,177139|1646348|691081,Inconsistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
