supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
"Shaw Industries, Inc.",204351-005,Shaw Commercial Hard Surfaces Terrain II (4110V) 20 mil glue down 6in x 48in 5.0mm - Echo (00775),VCT,1VNL
"Shaw Industries, Inc.",1000035955,Shaw In Unison 5.0 (4391V) 9in x 36in 5.0MM - Thatch (91720),LVP,1VNL
"Shaw Industries, Inc.",1000027481,Shaw Pivot (4499V) 8in x 51in 2.5MM Ecoworx - Ecology (00730),LVP,1VNL
Spartan Surfaces,1000021736,"TEKNOFLOR NATURESCAPES HPD VINYL 6'7"" 2.5MM - JASPER OAK BEACH 89501",ROLL,1VNL
"Shaw Industries, Inc.",205916-015,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Chocolate Walnut (07760),VCT,1VNL
"Shaw Industries, Inc.",1000034151,Shaw Patcraft Polychrome (I746V) 9in x 48in 2.5MM - Radiance-V2 (00520),LVP,1VNL
"Shaw Industries, Inc.",1000034089,Shaw Patcraft Earthen 20mil (I676V) 12in x 24in 2.5MM - Midnight-V2 (00590),LVT,1VNL
"Mannington Mills, Inc.",195584-008,Mannington Color Anchor Arc Heterogeneous .51mm wear layer 6' .080in - MORNING TWINKLE (ETW555),ROLL,1VNL
"Mannington Mills, Inc.",1000036315,Mannington BioSpec MD Homogeneous 6' 6in .080in - Cherry Tomato (15508),ROLL,1VNL
"Mannington Mills, Inc.",199468-019,Mannington Paradigm II Intersect Heterogeneous 6' .080in - Archetype (PD118),ROLL,1VNL
"Mannington Mills, Inc.",1000039520,Mannington Spacia Wood 6in x 36in 2MM - Windsor Oak Moleskin (SS5W12376),LVP,1VNL
"Shaw Industries, Inc.",1000011278,Shaw Contract Crossing Paths (4431V) 20 mil square edge 18in x 18in 2.5 MM - Smokey Oak (91516),Vinyl Tile,1VNL
