po_no,account,account_description,siteid,site,supplierid,suppliername,partnumber,partdescription,commodity_group,commoditydescription,quantity,uom,po_freight_cost,conversion_code,est_commodity_group,est_discount_area,est_discount_cwt,est_estimated_area_cost,est_estimated_cwt_cost,est_freight_class_area,est_freight_class_cwt,est_freight_class_lbs,est_lbs,est_rate_area,est_rate_cwt,est_sqyd,est_uom
115221,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",196609-003,Shaw Patcraft Instinct (I0501) Multi Level Pattern Loop 24in x 24in - Echo (00585),1CPT,Carpet Tile,177.6,SQYD,184.05,Carpet_Tile_1CPT_SQYD,1CPT,1,1,139.13,152.51,L5C,,5C,659.34,0.7834,23.13,177.6,SQYD
115328,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",198004-003,Interface turally Weathered (39400AK00) Tufted Patterned Loop 25cm x 1m - Greystone (106021),1CPT,Carpet Tile,47.84,SQYD,132.21,Carpet_Tile_1CPT_SQYD,1CPT,1,1,37.48,45.06,L5C,,L5C,177.61,0.7834,25.37,47.84,SQYD
115387,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,102775,"Interface Americas, Inc.",184731-005,Interface CT112 (123770AK00) Tufted Cut & Loop 25cm x 1m - Steel (104352),1CPT,Carpet Tile,53.82,SQYD,132.21,Carpet_Tile_1CPT_SQYD,1CPT,1,1,39.95,45.7,L5C,,L5C,199.81,0.7422,22.87,53.82,SQYD
115584,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,184652-020,Milliken Color Field Tufted Texture Loop 25cm x 1m - DRY DOCK (COL126-5),1CPT,Carpet Tile,64.88,SQYD,151.38,Carpet_Tile_1CPT_SQYD,1CPT,1,1,49.86,61.11,L5C,,L5C,240.87,0.7685,25.37,64.88,SQYD
115584,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,184652-055,Milliken Color Field Tufted Texture Loop 25cm x 1m - FELT GREY (COL5),1CPT,Carpet Tile,44.25,SQYD,151.38,Carpet_Tile_1CPT_SQYD,1CPT,1,1,34.01,41.68,L5C,,L5C,164.28,0.7685,25.37,44.25,SQYD
115664,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",185342-009,Shaw Patcraft Orbital (I0379) Multi Level Pattern Loop 24in x 24in - Flying Saucer (00570),1CPT,Carpet Tile,58.63,SQYD,83.88,Carpet_Tile_1CPT_SQYD,1CPT,1,1,45.93,55.22,L5C,,L5C,217.66,0.7834,25.37,58.63,SQYD
116018,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",209672-008,Shaw Contract Balcony Tile (5T389) Multi Level Pattern Loop 24in x 24in - Calm (88595),1CPT,Carpet Tile,362.66,SQYD,519.46,Carpet_Tile_1CPT_SQYD,1CPT,1,1,278.7,241.54,L5C,,1M,1346.38,0.7685,17.94,362.66,SQYD
116025,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-022,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - River Front (75535),1CPT,Carpet Tile,138.66,SQYD,198.62,Carpet_Tile_1CPT_SQYD,1CPT,1,1,106.56,119.07,L5C,,5C,514.78,0.7685,23.13,138.66,SQYD
116025,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-022,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - River Front (75535),1CPT,Carpet Tile,0.01,SQYD,198.62,Carpet_Tile_1CPT_SQYD,1CPT,1,1,0.01,0.01,L5C,,L5C,0.04,0.7685,25.37,0.01,SQYD
116035,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",209672-008,Shaw Contract Balcony Tile (5T389) Multi Level Pattern Loop 24in x 24in - Calm (88595),1CPT,Carpet Tile,282.66,SQYD,404.87,Carpet_Tile_1CPT_SQYD,1CPT,1,1,217.22,188.26,L5C,,1M,1049.38,0.7685,17.94,282.66,SQYD
116311,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",175397-006,Shaw Tile Embark Tile (5T040) Full Repeat 24in x 24in - Myth (37505),1CPT,Carpet Tile,64.0,SQYD,165.53,Carpet_Tile_1CPT_SQYD,1CPT,1,1,49.18,60.28,L5C,,L5C,237.6,0.7685,25.37,64.0,SQYD
116616,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191438-001,Shaw Contract Situation Tile (5T210) Multi Level Pattern Loop 24in x 24in - Stellar (08505),1CPT,Carpet Tile,471.08,SQYD,557.48,Carpet_Tile_1CPT_SQYD,1CPT,1,1,362.02,313.75,L5C,,1M,1748.88,0.7685,17.94,471.08,SQYD
116807,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",182402-002,Shaw Contract Achromatic (5T107) Undefined 18in x 36in - Black (07505),1CPT,Carpet Tile,185.0,SQYD,263.57,Carpet_Tile_1CPT_SQYD,1CPT,1,1,142.17,158.86,L5C,,5C,686.81,0.7685,23.13,185.0,SQYD
117554,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,107768,Milliken & Company,1000027209,MILLIKEN\FREE FLOW FOUNDATION\BRUSH FDN13\50CMX50CM- WELLBAC COMFORT,1CPT,Carpet Tile,35.28,SQYD,97.54,Carpet_Tile_1CPT_SQYD,1CPT,1,1,27.64,33.23,L5C,,L5C,130.98,0.7834,25.37,35.28,SQYD
117603,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,182499-012,Mohawk Streetscapes EcoFlex ICT (GT308) Patterned Tip Sheared 24in x 24in - Sharp (949),1CPT,Carpet Tile,288.0,SQYD,403.68,Carpet_Tile_1CPT_SQYD,1CPT,1,1,221.33,191.81,L5C,,1M,1069.2,0.7685,17.94,288.0,SQYD
117603,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,182499-012,Mohawk Streetscapes EcoFlex ICT (GT308) Patterned Tip Sheared 24in x 24in - Sharp (949),1CPT,Carpet Tile,176.0,SQYD,403.68,Carpet_Tile_1CPT_SQYD,1CPT,1,1,135.26,151.13,L5C,,5C,653.4,0.7685,23.13,176.0,SQYD
117809,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",204461-005,Interface Classic Seven Tufted 19.69in x 19.69in - Midtown (106096),1CPT,Carpet Tile,53.82,SQYD,132.21,Carpet_Tile_1CPT_SQYD,1CPT,1,1,42.16,50.69,L5C,,L5C,199.81,0.7834,25.37,53.82,SQYD
117907,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191440-003,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Nocturne (08557),1CPT,Carpet Tile,150.96,SQYD,155.9,Carpet_Tile_1CPT_SQYD,1CPT,1,1,118.26,129.63,L5C,,5C,560.44,0.7834,23.13,150.96,SQYD
117968,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000008896,Shaw Contract Face to Face Tile / 5T405 Synthetic/Ecoworx 18in x 36in Listen (05100),1CPT,Carpet Tile,200.0,SQYD,764.5,Carpet_Tile_1CPT_SQYD,1CPT,1,1,156.68,171.74,L5C,,5C,742.5,0.7834,23.13,200.0,SQYD
118317,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",175713-005,Shaw Contract Portal Tile Eco (5T035) Undefined 24in x 24in - Sterling (34557),1CPT,Carpet Tile,69.32,SQYD,93.91,Carpet_Tile_1CPT_SQYD,1CPT,1,1,53.27,65.29,L5C,,L5C,257.35,0.7685,25.37,69.32,SQYD
118329,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",211311-001,Shaw Patcraft Outlook (I0610) Multi Level Pattern Loop 24in x 24in - Reminisce (00150),1CPT,Carpet Tile,177.78,SQYD,216.36,Carpet_Tile_1CPT_SQYD,1CPT,1,1,136.62,152.66,L5C,,5C,660.01,0.7685,23.13,177.78,SQYD
118334,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000027298,Shaw Cultura Casa Tile (5T525) Ecoworx Tile 18 in x 36 in - Agava (25535),1CPT,Carpet Tile,125.0,SQYD,176.87,Carpet_Tile_1CPT_SQYD,1CPT,1,1,96.06,117.73,L5C,,L5C,464.06,0.7685,25.37,125.0,SQYD
118493,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000027327,SHAW\SURROUND STRATAWOR\ SPACE WORX -5T421\COLOR-STORM CLOUD 17597,1CPT,Carpet Tile,195.58,SQYD,201.76,Carpet_Tile_1CPT_SQYD,1CPT,1,1,153.22,167.94,L5C,,5C,726.09,0.7834,23.13,195.58,SQYD
118505,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,122034,Engineered Floors LLC,1000027381,J&J Flooring Assent (6095) PremierBac Plus 12ft. - Key (2723),1CPT,Carpet Tile,133.0,SQYD,140.19,Carpet_Tile_1CPT_SQYD,1CPT,1,1,102.21,125.27,L5C,,L5C,493.76,0.7685,25.37,133.0,SQYD
118753,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",215555-003,Interface Rock Springs (131160AK00) tufted Textured Loop 9.845in x 39.38in - Lead Gneiss (107292),1CPT,Carpet Tile,23.92,SQYD,139.2,Carpet_Tile_1CPT_SQYD,1CPT,1,1,18.38,22.53,L5C,,L5C,88.8,0.7685,25.37,23.92,SQYD
118753,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",188347-017,Interface WE153 (125000AK00) Tufted Cut & Loop 25cm x 1m - Granite (106283),1CPT,Carpet Tile,11.96,SQYD,139.2,Carpet_Tile_1CPT_SQYD,1CPT,1,1,9.19,11.26,L5C,,L5C,44.4,0.7685,25.37,11.96,SQYD
118753,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",215555-001,Interface Rock Springs (131160AK00) tufted Textured Loop 9.845in x 39.38in - Taupe Gneiss (107290),1CPT,Carpet Tile,65.78,SQYD,139.2,Carpet_Tile_1CPT_SQYD,1CPT,1,1,50.55,61.96,L5C,,L5C,244.21,0.7685,25.37,65.78,SQYD
119725,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",1000027618,Prickly as a Pear Colorline GlasBac Tufted Textured Loop 25cm x 1m - Yucca (107423),1CPT,Carpet Tile,65.78,SQYD,559.1,Carpet_Tile_1CPT_SQYD,1CPT,1,1,50.55,61.96,L5C,,L5C,244.21,0.7685,25.37,65.78,SQYD
119886,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000027538,Patcraft Maker (I0669) 18in x 36in Ecoworx - Balance (00530),1CPT,Carpet Tile,925.0,SQYD,2492.15,Carpet_Tile_1CPT_SQYD,1CPT,1,1,668.13,446.43,5C,,3M,3434.06,0.7223,13.0,925.0,SQYD
119886,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000027536,Patcraft Visionary (I0670) 18in x 36in Ecoworx - Balance (00530),1CPT,Carpet Tile,570.0,SQYD,2492.15,Carpet_Tile_1CPT_SQYD,1CPT,1,1,411.71,275.1,5C,,2M,2116.12,0.7223,13.0,570.0,SQYD
120141,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,102.86,SQYD,137.48,Carpet_Tile_1CPT_SQYD,1CPT,1,1,79.05,96.88,L5C,,L5C,381.87,0.7685,25.37,102.86,SQYD
120305,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",210554-005,Interface Open Air 418 (147520250G) Tufted Texture Loop 50cm x 50cm - Natural (107043),1CPT,Carpet Tile,1064.44,SQYD,702.78,Carpet_Tile_1CPT_SQYD,1CPT,1,1,785.24,558.78,1M,,3M,3951.73,0.7377,14.14,1064.44,SQYD
120320,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",163592-012,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Flutter (75761),1CPT,Carpet Tile,170.56,SQYD,241.49,Carpet_Tile_1CPT_SQYD,1CPT,1,1,133.62,146.46,L5C,,5C,633.2,0.7834,23.13,170.56,SQYD
120388,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,1000016279,TARKETT\04837 ASSERTIVE ACTION\26217 Fusion\ETHOS Backing\24x24,1CPT,Carpet Tile,20.0,SQYD,130.5,Carpet_Tile_1CPT_SQYD,1CPT,1,1,15.67,18.84,L5C,,L5C,74.25,0.7834,25.37,20.0,SQYD
120431,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000027778,Shaw Patcraft Graphic Arc (I0597) 18in x 36in Non-woven Synthetic - Angle (00850),1CPT,Carpet Tile,75.0,SQYD,106.12,Carpet_Tile_1CPT_SQYD,1CPT,1,1,57.64,70.64,L5C,,L5C,278.44,0.7685,25.37,75.0,SQYD
120748,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000027804,Shaw Contract\ NO Rules\ Vast Tile 5T009\Color 09330 Surround-24in X 24in,1CPT,Carpet Tile,117.33,SQYD,323.88,Carpet_Tile_1CPT_SQYD,1CPT,1,1,91.92,110.51,L5C,,L5C,435.59,0.7834,25.37,117.33,SQYD
120898,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-005,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Quartz (00500),1CPT,Carpet Tile,506.66,SQYD,691.37,Carpet_Tile_1CPT_SQYD,1CPT,1,1,380.0,337.45,5C,,1M,1880.98,0.75,17.94,506.66,SQYD
121263,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204991-005,Shaw Contract Correspond (5T353) Multi Level Pattern Loop 24in x 24in - Fuse (52515),1CPT,Carpet Tile,364.42,SQYD,476.06,Carpet_Tile_1CPT_SQYD,1CPT,1,1,280.06,242.71,L5C,,1M,1352.91,0.7685,17.94,364.42,SQYD
121949,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-004,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Azurite (00450),1CPT,Carpet Tile,62.22,SQYD,69.67,Carpet_Tile_1CPT_SQYD,1CPT,1,1,47.82,58.6,L5C,,L5C,230.99,0.7685,25.37,62.22,SQYD
122426,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,108164,"Mannington Mills, Inc.",1000028116,"Mannington Commercial\Static Echo\Absorb 91352- 12"" X 36""  Infinity 2 Backing",1CPT,Carpet Tile,1042.0,SQYD,1465.73,Carpet_Tile_1CPT_SQYD,1CPT,1,1,783.58,557.44,1M,,3M,3868.42,0.752,14.41,1042.0,SQYD
122490,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-022,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - River Front (75535),1CPT,Carpet Tile,149.31,SQYD,285.66,Carpet_Tile_1CPT_SQYD,1CPT,1,1,114.74,128.21,L5C,,5C,554.31,0.7685,23.13,149.31,SQYD
122530,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,208.1,SQYD,215.68,Carpet_Tile_1CPT_SQYD,1CPT,1,1,159.92,178.7,L5C,,5C,772.57,0.7685,23.13,208.1,SQYD
122550,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191436-003,Shaw Contract Purpose Tile (5T209) Multi Level Pattern Loop 24in x 24in - Nocturne (08557),1CPT,Carpet Tile,160.0,SQYD,193.83,Carpet_Tile_1CPT_SQYD,1CPT,1,1,122.96,137.39,L5C,,5C,594.0,0.7685,23.13,160.0,SQYD
122853,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000009598,Shaw Collaboration Tile (5T497) 9in x 36in Influence (97855),1CPT,Carpet Tile,160.0,SQYD,1329.16,Carpet_Tile_1CPT_SQYD,1CPT,1,1,118.75,123.85,L5C,,5C,594.0,0.7422,20.85,160.0,SQYD
122853,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000009597,Shaw Collaboration Tile (5T497) 9in x 36in Contribute (97500),1CPT,Carpet Tile,150.0,SQYD,1329.16,Carpet_Tile_1CPT_SQYD,1CPT,1,1,111.33,116.11,L5C,,5C,556.88,0.7422,20.85,150.0,SQYD
122853,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000009599,Shaw Collaboration Tile (5T497) 9in x 36in Influence Others (97555),1CPT,Carpet Tile,200.0,SQYD,1329.16,Carpet_Tile_1CPT_SQYD,1CPT,1,1,148.44,154.81,L5C,,5C,742.5,0.7422,20.85,200.0,SQYD
122853,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000009599,Shaw Collaboration Tile (5T497) 9in x 36in Influence Others (97555),1CPT,Carpet Tile,60.0,SQYD,1329.16,Carpet_Tile_1CPT_SQYD,1CPT,1,1,44.53,50.94,L5C,,L5C,222.75,0.7422,22.87,60.0,SQYD
122853,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000009598,Shaw Collaboration Tile (5T497) 9in x 36in Influence (97855),1CPT,Carpet Tile,55.0,SQYD,1329.16,Carpet_Tile_1CPT_SQYD,1CPT,1,1,40.82,46.7,L5C,,L5C,204.19,0.7422,22.87,55.0,SQYD
122853,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000009597,Shaw Collaboration Tile (5T497) 9in x 36in Contribute (97500),1CPT,Carpet Tile,200.0,SQYD,1329.16,Carpet_Tile_1CPT_SQYD,1CPT,1,1,148.44,154.81,L5C,,5C,742.5,0.7422,20.85,200.0,SQYD
122853,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000009599,Shaw Collaboration Tile (5T497) 9in x 36in Influence Others (97555),1CPT,Carpet Tile,200.0,SQYD,1329.16,Carpet_Tile_1CPT_SQYD,1CPT,1,1,148.44,154.81,L5C,,5C,742.5,0.7422,20.85,200.0,SQYD
123036,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",182634-019,Shaw Contract Color Frame EW2 (5T081) Undefined 24in x 24in - Mystik Grey (81515),1CPT,Carpet Tile,37.31,SQYD,50.72,Carpet_Tile_1CPT_SQYD,1CPT,1,1,29.23,35.14,L5C,,L5C,138.51,0.7834,25.37,37.31,SQYD
123260,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",197083-007,Shaw Patcraft Etched (I0512) Multi Level Pattern Loop 12in x 48in - Artfully Rusted (00525),1CPT,Carpet Tile,47.97,SQYD,78.93,Carpet_Tile_1CPT_SQYD,1CPT,1,1,37.58,45.18,L5C,,L5C,178.09,0.7834,25.37,47.97,SQYD
123372,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",205932-002,Shaw Contract Habitat (5T390) Undefined 36.00in x 9.00in - Still (88481),1CPT,Carpet Tile,25.0,SQYD,57.0,Carpet_Tile_1CPT_SQYD,1CPT,1,1,18.55,21.23,L5C,,L5C,92.81,0.7422,22.87,25.0,SQYD
123410,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,214600-001,Milliken Custom Strikeoff SDN106946 (SDN106946) Undefined 50cm x 50cm - CUSTOM (SDN106946),1CPT,Carpet Tile,90.3,SQYD,133.04,Carpet_Tile_1CPT_SQYD,1CPT,1,1,69.4,85.05,L5C,,L5C,335.24,0.7685,25.37,90.3,SQYD
123586,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,199641-005,Mohawk Urban Transit Tile (GT414) Tufted Textured Pattern Loop 12in x 36in - Idyllic (959),1CPT,Carpet Tile,74.66,SQYD,70.18,Carpet_Tile_1CPT_SQYD,1CPT,1,1,57.38,70.32,L5C,,L5C,277.18,0.7685,25.37,74.66,SQYD
123939,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,1000028535,MOHAWK INDOOR OUTDOOR CARPET\PUMA\COLOR 999 NIGHT SHADE,1CPT,Carpet Tile,390.0,SQYD,358.8,Carpet_Tile_1CPT_SQYD,1CPT,1,1,305.53,259.75,L5C,,1M,1447.88,0.7834,17.94,390.0,SQYD
124036,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,1000016279,TARKETT\04837 ASSERTIVE ACTION\26217 Fusion\ETHOS Backing\24x24,1CPT,Carpet Tile,20.0,SQYD,39.45,Carpet_Tile_1CPT_SQYD,1CPT,1,1,15.67,18.84,L5C,,L5C,74.25,0.7834,25.37,20.0,SQYD
124136,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-004,"Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Azurite (00450)   Patcraft Prologis Matrix 804L0, Azurite 00450",1CPT,Carpet Tile,17.78,SQYD,78.03,Carpet_Tile_1CPT_SQYD,1CPT,1,1,13.66,16.75,L5C,,L5C,66.01,0.7685,25.37,17.78,SQYD
124140,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,122034,Engineered Floors LLC,190604-005,J&J Incognito (7069) Textured Patterned Loop 24in x 24in - Intelligence (1841),1CPT,Carpet Tile,24.0,SQYD,108.29,Carpet_Tile_1CPT_SQYD,1CPT,1,1,18.8,22.6,L5C,,L5C,89.1,0.7834,25.37,24.0,SQYD
124159,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",182402-002,Shaw Contract Achromatic (5T107) Undefined 18in x 36in - Black (07505),1CPT,Carpet Tile,270.0,SQYD,376.74,Carpet_Tile_1CPT_SQYD,1CPT,1,1,207.49,179.83,L5C,,1M,1002.38,0.7685,17.94,270.0,SQYD
124291,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,122034,Engineered Floors LLC,192089-012,J&J Passages Modular (7037) Textured Loop 24in x 24in - Trail (2051),1CPT,Carpet Tile,24.0,SQYD,30.38,Carpet_Tile_1CPT_SQYD,1CPT,1,1,18.44,22.6,L5C,,L5C,89.1,0.7685,25.37,24.0,SQYD
124292,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,122034,Engineered Floors LLC,192089-012,J&J Passages Modular (7037) Textured Loop 24in x 24in - Trail (2051),1CPT,Carpet Tile,96.0,SQYD,121.55,Carpet_Tile_1CPT_SQYD,1CPT,1,1,73.78,90.42,L5C,,L5C,356.4,0.7685,25.37,96.0,SQYD
124552,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000028585,Milliken Remix Remastered Backbeat 1m x 1m Traction Back - Vinyl w/ Apple (27-141),1CPT,Carpet Tile,15.55,SQYD,97.18,Carpet_Tile_1CPT_SQYD,1CPT,1,1,11.95,14.65,L5C,,L5C,57.73,0.7685,25.37,15.55,SQYD
124552,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000028585,Milliken Remix Remastered Backbeat 1m x 1m Traction Back - Vinyl w/ Apple (27-141),1CPT,Carpet Tile,17.94,SQYD,97.18,Carpet_Tile_1CPT_SQYD,1CPT,1,1,13.79,16.9,L5C,,L5C,66.6,0.7685,25.37,17.94,SQYD
124709,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,107768,Milliken & Company,199586-002,Milliken Obex Cut (Cut/Thread) Tufted Cut Pile 50cm x 50cm - Grey (TDC27-173),1CPT,Carpet Tile,17.95,SQYD,96.47,Carpet_Tile_1CPT_SQYD,1CPT,1,1,14.06,16.91,L5C,,L5C,66.64,0.7834,25.37,17.95,SQYD
124832,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",180712-009,Shaw Contract Realm EW24 (5T078) Undefined 24in x 24in - Distance (78597),1CPT,Carpet Tile,80.0,SQYD,191.23,Carpet_Tile_1CPT_SQYD,1CPT,1,1,62.67,75.35,L5C,,L5C,297.0,0.7834,25.37,80.0,SQYD
124930,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,136.34,SQYD,182.16,Carpet_Tile_1CPT_SQYD,1CPT,1,1,104.78,117.08,L5C,,5C,506.16,0.7685,23.13,136.34,SQYD
124938,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,26.31,SQYD,96.82,Carpet_Tile_1CPT_SQYD,1CPT,1,1,20.22,24.78,L5C,,L5C,97.68,0.7685,25.37,26.31,SQYD
124943,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,68.17,SQYD,99.94,Carpet_Tile_1CPT_SQYD,1CPT,1,1,52.39,64.21,L5C,,L5C,253.08,0.7685,25.37,68.17,SQYD
125035,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,1000006592,"Mohawk Uplifting Others (GT479) 12"" x 36"" EcoFlex ONE - Flow State (535)",1CPT,Carpet Tile,60.66,SQYD,2060.64,Carpet_Tile_1CPT_SQYD,1CPT,1,1,46.62,57.13,L5C,,L5C,225.2,0.7685,25.37,60.66,SQYD
125035,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,1000014098,Mohawk Introspective Thoughts (GT344) 24in x 24in EcoFlex ONE - Darcy (535),1CPT,Carpet Tile,99.55,SQYD,2060.64,Carpet_Tile_1CPT_SQYD,1CPT,1,1,76.5,93.76,L5C,,L5C,369.58,0.7685,25.37,99.55,SQYD
125035,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,216344-004,Mohawk Art Therapy (GT481) 12in x 36in EcoFlex ONE - Gallery (937),1CPT,Carpet Tile,191.31,SQYD,2060.64,Carpet_Tile_1CPT_SQYD,1CPT,1,1,147.02,164.28,L5C,,5C,710.24,0.7685,23.13,191.31,SQYD
125035,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,216348-004,Mohawk Breaking Boundaries (GT480) 12in x 36in EcoFlex ONE - Gallery (937),1CPT,Carpet Tile,177.31,SQYD,2060.64,Carpet_Tile_1CPT_SQYD,1CPT,1,1,136.26,152.26,L5C,,5C,658.26,0.7685,23.13,177.31,SQYD
