po_no,account,account_description,siteid,site,supplierid,suppliername,partnumber,partdescription,commodity_group,commoditydescription,quantity,uom,po_freight_cost,conversion_code,est_commodity_group,est_discount_area,est_discount_cwt,est_estimated_area_cost,est_estimated_cwt_cost,est_freight_class_area,est_freight_class_cwt,est_freight_class_lbs,est_lbs,est_rate_area,est_rate_cwt,est_sqyd,est_uom
100746,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",179043-005,Shaw Contract Shape (5T070) Multi Level Pattern Loop 24in x 24in - Gaze (69530),1CPT,Carpet Tile,175.89,SQYD,235.19,Carpet_Tile_1CPT_SQYD,1CPT,1,1,137.79,151.04,L5C,,5C,652.99,0.7834,23.13,175.89,SQYD
100805,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191438-001,Shaw Contract Situation Tile (5T210) Multi Level Pattern Loop 24in x 24in - Stellar (08505),1CPT,Carpet Tile,168.88,SQYD,283.54,Carpet_Tile_1CPT_SQYD,1CPT,1,1,129.78,145.02,L5C,,5C,626.97,0.7685,23.13,168.88,SQYD
101067,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,107768,Milliken & Company,201934-002,Milliken Obex CutX Fizz Tufted Cut Pile 50cm x 50cm - Grey (FZX5-27),1CPT,Carpet Tile,35.88,SQYD,97.18,Carpet_Tile_1CPT_SQYD,1CPT,1,1,28.11,33.79,L5C,,L5C,133.2,0.7834,25.37,35.88,SQYD
101268,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000021285,"SHAW CONTRACT\CARPET TILE\STYLE- CURRENT TILE (#5T350)\9"" X 36""\COLOR-49505 CARBON",1CPT,Carpet Tile,160.0,SQYD,215.6,Carpet_Tile_1CPT_SQYD,1CPT,1,1,125.34,137.39,L5C,,5C,594.0,0.7834,23.13,160.0,SQYD
101582,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191242-009,Shaw Contract Sea Edge (5T173) Multi Level Pattern Loop 24in x 24in - Ocean Lime (72538),1CPT,Carpet Tile,53.3,SQYD,75.97,Carpet_Tile_1CPT_SQYD,1CPT,1,1,40.96,50.2,L5C,,L5C,197.88,0.7685,25.37,53.3,SQYD
102134,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",175996-005,Shaw Tile-Path Tile  (5T034)-Multituft-24in x 24in-Sterling (34557),1CPT,Carpet Tile,26.65,SQYD,0.8,Carpet_Tile_1CPT_SQYD,1CPT,1,1,20.88,25.1,L5C,,L5C,98.94,0.7834,25.37,26.65,SQYD
102657,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",205932-003,Shaw Contract Habitat (5T390) Undefined 36.00in x 9.00in - Deep Sky (88485),1CPT,Carpet Tile,65.0,SQYD,88.17,Carpet_Tile_1CPT_SQYD,1CPT,1,1,50.92,61.22,L5C,,L5C,241.31,0.7834,25.37,65.0,SQYD
103003,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",175996-002,Shaw Tile Path Tile (5T034) Multituft 24in x 24in - Navy (34485),1CPT,Carpet Tile,1.0,SQYD,344.27,Carpet_Tile_1CPT_SQYD,1CPT,1,1,0.77,0.94,L5C,,L5C,3.71,0.7685,25.37,1.0,SQYD
104895,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191649-001,Shaw Patcraft Logic (I0460) Undefined 24in x 24in - Technique (00400),1CPT,Carpet Tile,355.54,SQYD,450.5,Carpet_Tile_1CPT_SQYD,1CPT,1,1,273.23,236.8,L5C,,1M,1319.94,0.7685,17.94,355.54,SQYD
105019,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",162681-010,Shaw Patcraft Easy On The Eyes (I0227) Double Scroll 24in x 24in - Starring (00530),1CPT,Carpet Tile,191.98,SQYD,256.49,Carpet_Tile_1CPT_SQYD,1CPT,1,1,147.54,164.85,L5C,,5C,712.73,0.7685,23.13,191.98,SQYD
105019,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",162681-010,Shaw Patcraft Easy On The Eyes (I0227) Double Scroll 24in x 24in - Starring (00530),1CPT,Carpet Tile,0.02,SQYD,256.49,Carpet_Tile_1CPT_SQYD,1CPT,1,1,0.02,0.02,L5C,,L5C,0.07,0.7685,25.37,0.02,SQYD
105087,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",198004-004,Interface turally Weathered (39400AK00) Tufted Patterned Loop 25cm x 1m - Burnt Ember (106022),1CPT,Carpet Tile,179.4,SQYD,487.55,Carpet_Tile_1CPT_SQYD,1CPT,1,1,137.87,154.05,L5C,,5C,666.02,0.7685,23.13,179.4,SQYD
105087,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",1000013800,Interface Static Lines Carpet Tile Plank  (258270-287 / 118669) - Custom,1CPT,Carpet Tile,299.0,SQYD,487.55,Carpet_Tile_1CPT_SQYD,1CPT,1,1,229.78,199.14,L5C,,1M,1110.04,0.7685,17.94,299.0,SQYD
105087,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",212796-005,Flor Industrious (21-1552) Needlepunch 50cm x 50cm - Black (Black),1CPT,Carpet Tile,15.0,SQYD,487.55,Carpet_Tile_1CPT_SQYD,1CPT,1,1,11.53,14.13,L5C,,L5C,55.69,0.7685,25.37,15.0,SQYD
105743,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",216167-001,Shaw Contract Hub Accent (5T460) Multi Level Pattern Loop 24in x 24in - Action Aqua (57583),1CPT,Carpet Tile,382.21,SQYD,399.33,Carpet_Tile_1CPT_SQYD,1CPT,1,1,299.42,254.56,L5C,,1M,1418.95,0.7834,17.94,382.21,SQYD
106092,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",199315-010,Shaw Patcraft Eastern Facade (I0515) Multi Level Pattern Loop 24in x 24in - Railcar (00700),1CPT,Carpet Tile,204.24,SQYD,206.58,Carpet_Tile_1CPT_SQYD,1CPT,1,1,160.0,175.38,L5C,,5C,758.24,0.7834,23.13,204.24,SQYD
106146,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191649-001,Shaw Patcraft Logic (I0460) Undefined 24in x 24in - Technique (00400),1CPT,Carpet Tile,53.33,SQYD,40.8,Carpet_Tile_1CPT_SQYD,1CPT,1,1,40.98,50.23,L5C,,L5C,197.99,0.7685,25.37,53.33,SQYD
106899,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,101928,VAN GELDER INC,147363-004,Charles Van Gelder Domitor Non Woven Diagol Ribbed 19.69in x 19.69in - Mid Grey (112),1CPT,Carpet Tile,487.5,SQYD,210.38,Carpet_Tile_1CPT_SQYD,1CPT,1,1,361.82,292.47,L5C,,1M,1809.84,0.7422,16.16,487.5,SQYD
107236,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,1000011502,"MOHAWK\BT430 DISRUPTIVE PATH\946 ABOVE PAR\ECOFLEX MATRIX\12""X36""",1CPT,Carpet Tile,16.0,SQYD,45.12,Carpet_Tile_1CPT_SQYD,1CPT,1,1,12.53,15.07,L5C,,L5C,59.4,0.7834,25.37,16.0,SQYD
107236,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,1000011498,"MOHAWK\BT430 DISRUPTIVE PATH\931 NEON CITRON\ECOFLEX MATRIX\12""X36""",1CPT,Carpet Tile,16.0,SQYD,45.12,Carpet_Tile_1CPT_SQYD,1CPT,1,1,12.53,15.07,L5C,,L5C,59.4,0.7834,25.37,16.0,SQYD
107236,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,1000011500,"MOHAWK\BT430 DISRUPTIVE PATH\955 COSMIC SKY\ECOFLEX MATRIX\12""X36""",1CPT,Carpet Tile,16.0,SQYD,45.12,Carpet_Tile_1CPT_SQYD,1CPT,1,1,12.53,15.07,L5C,,L5C,59.4,0.7834,25.37,16.0,SQYD
107301,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,180851-006,Milliken Nordic Stories Tectonic Tufted Texture Loop 50cm x 50cm - Esker (TTC13-119),1CPT,Carpet Tile,35.28,SQYD,96.82,Carpet_Tile_1CPT_SQYD,1CPT,1,1,27.11,33.23,L5C,,L5C,130.98,0.7685,25.37,35.28,SQYD
107325,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",175048-005,Shaw Tile Bon Jour II (5T032) Needlebond 24in x 24in - Ebony (31500),1CPT,Carpet Tile,16.0,SQYD,982.09,Carpet_Tile_1CPT_SQYD,1CPT,1,1,12.3,15.07,L5C,,L5C,59.4,0.7685,25.37,16.0,SQYD
107325,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",155631-018,Shaw Contract Gradient (59534) Pattern Loop 24in x 24in - Total Eclipse (34505),1CPT,Carpet Tile,21.33,SQYD,982.09,Carpet_Tile_1CPT_SQYD,1CPT,1,1,16.39,20.09,L5C,,L5C,79.19,0.7685,25.37,21.33,SQYD
107325,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",175397-006,Shaw Tile Embark Tile (5T040) Full Repeat 24in x 24in - Myth (37505),1CPT,Carpet Tile,613.29,SQYD,982.09,Carpet_Tile_1CPT_SQYD,1CPT,1,1,459.97,321.95,5C,,2M,2276.84,0.75,14.14,613.29,SQYD
107325,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",175397-006,Shaw Tile Embark Tile (5T040) Full Repeat 24in x 24in - Myth (37505),1CPT,Carpet Tile,0.04,SQYD,982.09,Carpet_Tile_1CPT_SQYD,1CPT,1,1,0.03,0.04,L5C,,L5C,0.15,0.7685,25.37,0.04,SQYD
107906,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-022,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - River Front (75535),1CPT,Carpet Tile,21.33,SQYD,77.76,Carpet_Tile_1CPT_SQYD,1CPT,1,1,16.39,20.09,L5C,,L5C,79.19,0.7685,25.37,21.33,SQYD
107925,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200940-009,Shaw Contract Structure Tile (5T297) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,53.33,SQYD,77.76,Carpet_Tile_1CPT_SQYD,1CPT,1,1,40.98,50.23,L5C,,L5C,197.99,0.7685,25.37,53.33,SQYD
108021,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,195615-005,Mohawk Shared Path Tile (QB429 - BT429) Tufted Textured Pattern Multi Colored Loop 12in x 36in - Slate (959),1CPT,Carpet Tile,416.0,SQYD,361.92,Carpet_Tile_1CPT_SQYD,1CPT,1,1,319.7,277.07,L5C,,1M,1544.4,0.7685,17.94,416.0,SQYD
108298,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",195255-006,Shaw Contract Familiar Tile (5T235) Undefined 9in x 36in - Greige (35516),1CPT,Carpet Tile,20.0,SQYD,26.46,Carpet_Tile_1CPT_SQYD,1CPT,1,1,15.37,18.84,L5C,,L5C,74.25,0.7685,25.37,20.0,SQYD
108424,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",175996-004,Shaw Tile Path Tile (5T034) Multituft 24in x 24in - Lava (34549),1CPT,Carpet Tile,21.33,SQYD,77.76,Carpet_Tile_1CPT_SQYD,1CPT,1,1,16.39,20.09,L5C,,L5C,79.19,0.7685,25.37,21.33,SQYD
108576,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",211215-001,Shaw Contract In Common Tile (5T451) Undefined 9in x 36in - Include (50100),1CPT,Carpet Tile,790.0,SQYD,1564.24,Carpet_Tile_1CPT_SQYD,1CPT,1,1,604.03,422.63,5C,,2M,2932.88,0.7646,14.41,790.0,SQYD
108640,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191438-001,Shaw Contract Situation Tile (5T210) Multi Level Pattern Loop 24in x 24in - Stellar (08505),1CPT,Carpet Tile,0.02,SQYD,177.83,Carpet_Tile_1CPT_SQYD,1CPT,1,1,0.02,0.02,L5C,,L5C,0.07,0.7685,25.37,0.02,SQYD
108640,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191438-001,Shaw Contract Situation Tile (5T210) Multi Level Pattern Loop 24in x 24in - Stellar (08505),1CPT,Carpet Tile,168.87,SQYD,177.83,Carpet_Tile_1CPT_SQYD,1CPT,1,1,129.78,145.01,L5C,,5C,626.93,0.7685,23.13,168.87,SQYD
109509,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000021517,"SHAW CONTRACT\COLLECTION-RELIEF TILE\STYLE-5T152\CARPET TILE\9"" X 36""\COLOR-VEIL (50111",1CPT,Carpet Tile,10.0,SQYD,14.15,Carpet_Tile_1CPT_SQYD,1CPT,1,1,7.83,9.42,L5C,,L5C,37.12,0.7834,25.37,10.0,SQYD
109905,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",182402-002,Shaw Contract Achromatic (5T107) Undefined 18in x 36in - Black (07505),1CPT,Carpet Tile,25.0,SQYD,32.42,Carpet_Tile_1CPT_SQYD,1CPT,1,1,19.21,23.55,L5C,,L5C,92.81,0.7685,25.37,25.0,SQYD
109915,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191438-003,Shaw Contract Situation Tile (5T210) Multi Level Pattern Loop 24in x 24in - Nocturne (08557),1CPT,Carpet Tile,35.56,SQYD,36.51,Carpet_Tile_1CPT_SQYD,1CPT,1,1,27.33,33.49,L5C,,L5C,132.02,0.7685,25.37,35.56,SQYD
110099,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,122034,Engineered Floors LLC,206328-010,J&J rrative (7084) Textured Patterned Loop 12in x 48in - Folio (3000),1CPT,Carpet Tile,6.22,SQYD,16.09,Carpet_Tile_1CPT_SQYD,1CPT,1,1,4.87,5.86,L5C,,L5C,23.09,0.7834,25.37,6.22,SQYD
110384,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",177709-016,Interface Shiver Me Timbers (127410AK00) Tufted Tip Shear 25cm x 1m - Hickory (103936),1CPT,Carpet Tile,849.16,SQYD,565.36,Carpet_Tile_1CPT_SQYD,1CPT,1,1,636.87,445.76,5C,,3M,3152.51,0.75,14.14,849.16,SQYD
110718,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",179043-005,Shaw Contract Shape (5T070) Multi Level Pattern Loop 24in x 24in - Gaze (69530),1CPT,Carpet Tile,16.0,SQYD,22.03,Carpet_Tile_1CPT_SQYD,1CPT,1,1,12.53,15.07,L5C,,L5C,59.4,0.7834,25.37,16.0,SQYD
110785,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",199315-003,Shaw Patcraft Eastern Facade (I0515) Multi Level Pattern Loop 24in x 24in - Graffiti (00430),1CPT,Carpet Tile,373.38,SQYD,413.22,Carpet_Tile_1CPT_SQYD,1CPT,1,1,292.51,248.68,L5C,,1M,1386.17,0.7834,17.94,373.38,SQYD
110862,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",170272-001,Shaw Tile Shine Tile (59328) Full Repeat 24in x 24in - Golden (27150),1CPT,Carpet Tile,4.0,SQYD,78.03,Carpet_Tile_1CPT_SQYD,1CPT,1,1,3.13,3.77,L5C,,L5C,14.85,0.7834,25.37,4.0,SQYD
110873,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",193343-004,Shaw Contract Beyond 12x48 (5T218) Undefined 12in x 48in - Coast (15456),1CPT,Carpet Tile,154.65,SQYD,218.83,Carpet_Tile_1CPT_SQYD,1CPT,1,1,118.85,132.8,L5C,,5C,574.14,0.7685,23.13,154.65,SQYD
110873,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",193343-004,Shaw Contract Beyond 12x48 (5T218) Undefined 12in x 48in - Coast (15456),1CPT,Carpet Tile,0.01,SQYD,218.83,Carpet_Tile_1CPT_SQYD,1CPT,1,1,0.01,0.01,L5C,,L5C,0.04,0.7685,25.37,0.01,SQYD
110887,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",193874-005,Shaw Contract Stacked (5T207) Multi Level Pattern Loop 24in x 24in - Mortar (06530),1CPT,Carpet Tile,117.33,SQYD,163.74,Carpet_Tile_1CPT_SQYD,1CPT,1,1,90.17,110.51,L5C,,L5C,435.59,0.7685,25.37,117.33,SQYD
111009,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",171487-011,Interface Pathways II GlasBac (1468102500) Tufted Texture Loop 19.69in x 19.69in - Topaz (9713),1CPT,Carpet Tile,2499.64,SQYD,2650.0,Carpet_Tile_1CPT_SQYD,1CPT,1,1,1813.24,1048.63,2M,,5M,9279.91,0.7254,11.3,2499.64,SQYD
111020,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",171487-011,Interface Pathways II GlasBac (1468102500) Tufted Texture Loop 19.69in x 19.69in - Topaz (9713),1CPT,Carpet Tile,191.36,SQYD,2650.0,Carpet_Tile_1CPT_SQYD,1CPT,1,1,147.06,164.32,L5C,,5C,710.42,0.7685,23.13,191.36,SQYD
111020,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",171487-011,Interface Pathways II GlasBac (1468102500) Tufted Texture Loop 19.69in x 19.69in - Topaz (9713),1CPT,Carpet Tile,2511.6,SQYD,2650.0,Carpet_Tile_1CPT_SQYD,1CPT,1,1,1821.91,1053.65,2M,,5M,9324.31,0.7254,11.3,2511.6,SQYD
111611,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-014,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),1CPT,Carpet Tile,26.67,SQYD,30.02,Carpet_Tile_1CPT_SQYD,1CPT,1,1,20.5,25.12,L5C,,L5C,99.01,0.7685,25.37,26.67,SQYD
112109,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,79.99,SQYD,96.26,Carpet_Tile_1CPT_SQYD,1CPT,1,1,61.47,75.34,L5C,,L5C,296.96,0.7685,25.37,79.99,SQYD
112126,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200842-009,Shaw Contract Offset Tile (5T296) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,80.0,SQYD,82.54,Carpet_Tile_1CPT_SQYD,1CPT,1,1,61.48,75.35,L5C,,L5C,297.0,0.7685,25.37,80.0,SQYD
112159,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-022,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - River Front (75535),1CPT,Carpet Tile,202.67,SQYD,286.09,Carpet_Tile_1CPT_SQYD,1CPT,1,1,155.75,174.03,L5C,,5C,752.41,0.7685,23.13,202.67,SQYD
112173,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200940-010,Shaw Contract Structure Tile (5T297) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),1CPT,Carpet Tile,62.22,SQYD,541.11,Carpet_Tile_1CPT_SQYD,1CPT,1,1,47.82,58.6,L5C,,L5C,230.99,0.7685,25.37,62.22,SQYD
112173,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",205933-006,Shaw Contract Suspend (5T391) Multi Level Pattern Loop 36.00in x 9.00in - Path (88555),1CPT,Carpet Tile,320.0,SQYD,541.11,Carpet_Tile_1CPT_SQYD,1CPT,1,1,245.92,213.13,L5C,,1M,1188.0,0.7685,17.94,320.0,SQYD
112173,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200940-010,Shaw Contract Structure Tile (5T297) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),1CPT,Carpet Tile,17.78,SQYD,541.11,Carpet_Tile_1CPT_SQYD,1CPT,1,1,13.66,16.75,L5C,,L5C,66.01,0.7685,25.37,17.78,SQYD
112999,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",163592-004,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Movement (75481),1CPT,Carpet Tile,159.99,SQYD,984.86,Carpet_Tile_1CPT_SQYD,1CPT,1,1,118.74,123.84,L5C,,5C,593.96,0.7422,20.85,159.99,SQYD
112999,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",163592-004,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Movement (75481),1CPT,Carpet Tile,96.03,SQYD,984.86,Carpet_Tile_1CPT_SQYD,1CPT,1,1,71.27,81.53,L5C,,L5C,356.51,0.7422,22.87,96.03,SQYD
112999,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",163592-004,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Movement (75481),1CPT,Carpet Tile,160.0,SQYD,984.86,Carpet_Tile_1CPT_SQYD,1CPT,1,1,118.75,123.85,L5C,,5C,594.0,0.7422,20.85,160.0,SQYD
112999,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",163592-004,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Movement (75481),1CPT,Carpet Tile,159.99,SQYD,984.86,Carpet_Tile_1CPT_SQYD,1CPT,1,1,118.74,123.84,L5C,,5C,593.96,0.7422,20.85,159.99,SQYD
112999,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",163592-004,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Movement (75481),1CPT,Carpet Tile,159.99,SQYD,984.86,Carpet_Tile_1CPT_SQYD,1CPT,1,1,118.74,123.84,L5C,,5C,593.96,0.7422,20.85,159.99,SQYD
113039,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",173809-004,Shaw Patcraft Vim (I0301) Level Loop 24in x 24in - Spectrum (00431),1CPT,Carpet Tile,16.0,SQYD,100.23,Carpet_Tile_1CPT_SQYD,1CPT,1,1,12.3,15.07,L5C,,L5C,59.4,0.7685,25.37,16.0,SQYD
113305,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",191437-003,Interface Textured Stones (A003 22 mil) High Performance LVT 50cm x 50cm 4.5 mm - Cool Polished Cement (A00302),1CPT,Carpet Tile,941.85,SQFT,250.94,Carpet_Tile_1CPT_SQFT,1CPT,1,1,80.42,98.57,L5C,,L5C,388.51,0.7685,25.37,104.65,SQFT
113401,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,101928,VAN GELDER INC,1000026809,Charles Van Gelder Dominator Non Woven Diagonal Ribbed 19.69in x 19.69in - Mid Grey (112),1CPT,Carpet Tile,422.5,SQFT,166.84,Carpet_Tile_1CPT_SQFT,1CPT,1,1,34.84,39.86,L5C,,L5C,174.28,0.7422,22.87,46.94,SQFT
113651,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,108164,"Mannington Mills, Inc.",200286-002,Mannington Charge Textured Patterned Loop 18in x 36in - Fluid (32367),1CPT,Carpet Tile,16.0,SQYD,216.96,Carpet_Tile_1CPT_SQYD,1CPT,1,1,12.53,15.07,L5C,,L5C,59.4,0.7834,25.37,16.0,SQYD
113662,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,193019-007,Mohawk Lichen Micro Bloom (GT397) Tufted Textured Pattern Loop 12in x 36in - Felt Finish (975),1CPT,Carpet Tile,55.92,SQYD,204.26,Carpet_Tile_1CPT_SQYD,1CPT,1,1,43.81,52.67,L5C,,L5C,207.6,0.7834,25.37,55.92,SQYD
113662,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,193020-007,Mohawk Lichen Macro Bloom (GT388) Tufted Textured Pattern Loop 12in x 36in - Felt Finish (975),1CPT,Carpet Tile,9.32,SQYD,204.26,Carpet_Tile_1CPT_SQYD,1CPT,1,1,7.3,8.78,L5C,,L5C,34.6,0.7834,25.37,9.32,SQYD
113662,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,1000028538,"MOHAWK GROUP\LICHEN COMMUNITY\STONE COMMUNITY\12""X36""\COLOR 949 STONE\ECOFLEX ONE BACKING",1CPT,Carpet Tile,23.3,SQYD,204.26,Carpet_Tile_1CPT_SQYD,1CPT,1,1,18.25,21.95,L5C,,L5C,86.5,0.7834,25.37,23.3,SQYD
114638,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",1000007328,Interface-Mantle Rock (131150AK00) 9.845 in x 39.38 in x 0.103 in -GlasBac-Taupe Stone (107282),1CPT,Carpet Tile,23.92,SQYD,83.93,Carpet_Tile_1CPT_SQYD,1CPT,1,1,18.74,22.53,L5C,,L5C,88.8,0.7834,25.37,23.92,SQYD
114665,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",163592-020,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Passport (75597),1CPT,Carpet Tile,159.99,SQYD,465.48,Carpet_Tile_1CPT_SQYD,1CPT,1,1,118.74,123.84,L5C,,5C,593.96,0.7422,20.85,159.99,SQYD
114665,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",163592-020,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Passport (75597),1CPT,Carpet Tile,186.46,SQYD,465.48,Carpet_Tile_1CPT_SQYD,1CPT,1,1,138.39,144.33,L5C,,5C,692.23,0.7422,20.85,186.46,SQYD
114960,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",200044-035,Interface Cubic (1380102500) Tufted Texture Loop 19.69in x 19.69in - Zenith (106072),1CPT,Carpet Tile,113.62,SQYD,156.0,Carpet_Tile_1CPT_SQYD,1CPT,1,1,87.32,107.01,L5C,,L5C,421.81,0.7685,25.37,113.62,SQYD
