SITE,SUPPLIER NO,PO NO,SHIP TO ZIP,PART NO,PART DESCRIPTION,PO INV QTY,INV UOM,Commodity Group,Description
SPJ,107776,95382,32256,126732-136,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Silk (59234),1125,SF,1VNL,Vinyl
SPT,103423,95343,33605,192392-005,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Echo (00775),168.88,SF,1VNL,Vinyl
SPT,103423,95327,33605,190084-001,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Faded (01103),288,SF,1VNL,Vinyl
SPT,103423,95260,33605,192392-019,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Alder (07005),667.52,SF,1VNL,Vinyl
SPW,103269,95030,32750,1000009853,"Naturelle+ Plus Advance NAT-2031 7in x 48in 22mil - White,Gray Grey",700,SF,40,Vinyl Tile
SPJ,108164,94938,32256,195197-009,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 6in x 36in 2.5 MM - LONDON FOG (C139),13005,SF,1VNL,Vinyl
SPJ,108164,94938,32256,195197-009,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 6in x 36in 2.5 MM - LONDON FOG (C139),13005,SF,1VNL,Vinyl
SPJ,108164,94934,32256,150811-022,Amtico Spacia Solid/Luxury Vinyl 7 1/4in x 48in Undefined - Nordic Oak (SS5W2550),1479,SF,1VNL,Vinyl
SPW,103423,94900,32750,192392-009,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Ash (00174),166.88,SF,1VNL,Vinyl
SPT,103423,94888,33605,215419-003,Shaw Resilient Tile & Plank Inlet II (4372V) 20 mil squared edge 9in x 48in 5.0mm - Thatch (72720),2520,SF,1VNL,Vinyl
SPJ,102775,94881,32256,206779-001,Interface Shishu Stitch (137480AK0Q) Tufted Texture Loop 25cm x 1m - Shade (106642),143.52,SY,1CPT,Carpet Tile
SPT,103423,94877,33605,190084-001,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Faded (01103),3924,SF,1VNL,Vinyl
SPT,103423,94877,33605,190084-002,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Bleached (01111),1152,SF,1VNL,Vinyl
SPT,103423,94877,33605,190084-008,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Alter (01518),288,SF,1VNL,Vinyl
SPT,103423,94877,33605,212124-008,Shaw Contract Hand In Hand (5T450) Multi Level Pattern Loop 18in x 36in - Merge (50518),15,SY,1CPT,Carpet Tile
SPT,103423,94877,33605,208961-004,Shaw Contract Swift Tile (5T414) Multi Level Pattern Loop 24in x 24in - Traverse (14557),37.33,SY,1CPT,Carpet Tile
SPW,102775,94843,32955,201796-014,Interface Steady Stride Woodgrains (B001xx) 20 Mil Luxury Vinyl Plank 12.5 cm x 1 m 3 MM - Sterling (B00114),31228.46,SF,1VNL,Vinyl
SPW,121550,94595,32750,196363-008,Bigelow Commercial Metalmorphic (QB388) Textured Patterned Loop 12in x 36in - Daring Drift Metallic (999),40,SY,1CPT,Carpet Tile
SPW,103423,94589,32750,190084-005,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Weathered (01405),36,SF,1VNL,Vinyl
SPT,121550,94508,33605,172606-010,Lees Brain Power Modular EcoFlex ICT (GT136) Textured Patterned Loop 24in x 24in - Technique (936),32,SY,1CPT,Carpet Tile
SPT,121550,94508,33605,211212-001,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Studio (095),181.1,SF,1VNL,Vinyl
SPT,103423,94488,33605,182634-019,Shaw Contract Color Frame EW2 (5T081) Undefined 24in x 24in - Mystik Grey (81515),15.99,SY,1CPT,Carpet Tile
SPW,121550,94194,32750,204290-005,Mohawk Large and Local (C0128) 20 mil Dry Back 9.25in x 59in 4.5 mm - Roan (865),318.24,SF,1VNL,Vinyl
SPW,103269,94176,32750,1000021960,Commercial Flooring Distributors Six Degrees Flooring Surfaces Compass 28 Mil Embossed Glue Down 12 x 24 3mm C08 Pittsburgh,1224,SF,40,Vinyl Tile
SPJ,108164,94013,32256,176705-012,Amtico Spacia Stone Vinyl 18in x 18in 2.5 MM - Pale Grey Slate (SS5S3601),378,SF,1VNL,Vinyl
SPW,107776,93986,32750,126732-115,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Chocolate (57504),225,SF,1VNL,Vinyl
SPT,102775,93949,33605,184757-004,Interface AE311 (138830AK00) Tufted Texture Loop 25cm x 1m - Greige (104672),29.9,SY,1CPT,Carpet Tile
SPW,103423,93792,32750,1000021908,Shaw Philadelphia Mainstreet Function 12' wide 405 Competitive rolls Synthetic 54908,332,SY,10,Carpet
SPT,108164,93708,33605,1000020619,"MANNINGTON COMMERCIAL\COLLECTION-SPACIA WOOD\LVT WITH MICRO-BEVELED EDGES\000006"" X 36""\COLOR- WINDSOR OAK GAINSBORO (SS5W12377)",1710,SF,40,Vinyl Tile
SPT,108164,93708,33605,1000020619,"MANNINGTON COMMERCIAL\COLLECTION-SPACIA WOOD\LVT WITH MICRO-BEVELED EDGES\000006"" X 36""\COLOR- WINDSOR OAK GAINSBORO (SS5W12377)",6165,SF,40,Vinyl Tile
SPT,121550,93597,33605,177079-002,Bigelow Commercial Trail Mix ActionBac (BQ333) 12' - Urban Indigo (7579),12,SY,1CBL,Carpet BL
SPW,103423,93553,32750,191438-004,Shaw Contract Situation Tile (5T210) Multi Level Pattern Loop 24in x 24in - Shale (08597),195.58,SY,1CPT,Carpet Tile
SPW,107776,93549,32750,1000023901,Armstrong Natralis 6ft 2MM - White Rim (70001),14,SY,1VNL,Vinyl
SPT,107776,93526,33605,126731-015,Armstrong Excelon Stonetex Premium VCT 12in x 12in 1/8 - Stone White (52127),270,SF,1VNL,Vinyl
SPT,103423,93507,33605,209897-006,Shaw Contract Welcome II Tile (800P0) Undefined 24in x 24in - Charcoal (31549),31.98,SY,1CPT,Carpet Tile
SPW,103423,93502,32750,173722-003,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - Provence (02140),320.85,SF,1VNL,Vinyl
SPW,103423,93502,32750,200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),80,SY,1CPT,Carpet Tile
SPW,103423,93495,32750,200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),97.78,SY,1CPT,Carpet Tile
SPW,103423,93491,32750,173722-003,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - Provence (02140),356.5,SF,1VNL,Vinyl
SPW,103423,93486,32750,173722-003,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - Provence (02140),392.15,SF,1VNL,Vinyl
SPJ,108164,93477,32256,189621-010,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Bleached Elm (SS5W2516),2610,SF,1VNL,Vinyl
SPJ,108164,93477,32256,189621-010,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Bleached Elm (SS5W2516),2610,SF,1VNL,Vinyl
SPW,103423,93473,32750,200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),124.44,SY,1CPT,Carpet Tile
SPJ,108164,93463,32256,189621-025,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Nordic Oak (SS5W2550),3958.5,SF,1VNL,Vinyl
SPJ,108164,93463,32256,189621-025,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Nordic Oak (SS5W2550),3958.5,SF,1VNL,Vinyl
SPT,102775,93406,30071,191437-007,Interface Textured Stones (A003 22 mil) High Performance LVT 50cm x 50cm 4.5 mm - Medium Concrete (A00309),5516.55,SF,1VNL,Vinyl
SPT,102775,93406,30071,191437-007,Interface Textured Stones (A003 22 mil) High Performance LVT 50cm x 50cm 4.5 mm - Medium Concrete (A00309),5516.55,SF,1VNL,Vinyl
SPT,102775,93406,30071,191437-007,Interface Textured Stones (A003 22 mil) High Performance LVT 50cm x 50cm 4.5 mm - Medium Concrete (A00309),5516.55,SF,1VNL,Vinyl
SPT,102775,93406,30071,191437-007,Interface Textured Stones (A003 22 mil) High Performance LVT 50cm x 50cm 4.5 mm - Medium Concrete (A00309),5516.55,SF,1VNL,Vinyl
SPT,102775,93406,30071,191437-007,Interface Textured Stones (A003 22 mil) High Performance LVT 50cm x 50cm 4.5 mm - Medium Concrete (A00309),5516.55,SF,1VNL,Vinyl
SPT,102775,93406,30071,191437-007,Interface Textured Stones (A003 22 mil) High Performance LVT 50cm x 50cm 4.5 mm - Medium Concrete (A00309),5516.55,SF,1VNL,Vinyl
SPT,103423,93225,33605,198730-003,Shaw Commercial Hard Surfaces Cove (0927V) 20 mil LooseLay 9in x 48in 5.0mm - Graze (27326),72,SF,1VNL,Vinyl
SPT,103423,93225,33605,198730-004,Shaw Commercial Hard Surfaces Cove (0927V) 20 mil LooseLay 9in x 48in 5.0mm - Jade (27405),120,SF,1VNL,Vinyl
SPT,103423,93225,33605,198730-007,Shaw Commercial Hard Surfaces Cove (0927V) 20 mil LooseLay 9in x 48in 5.0mm - Silt (27504),1056,SF,1VNL,Vinyl
SPT,103423,93225,33605,198730-005,Shaw Commercial Hard Surfaces Cove (0927V) 20 mil LooseLay 9in x 48in 5.0mm - Wash (27436),72,SF,1VNL,Vinyl
SPT,103423,93225,33605,202842-001,Shaw Patcraft Mark Making (I509V) 20 Mil Luxury Vinyl Plank 5.96in x 48in 5.0mm - Almond (00150),2080,SF,1VNL,Vinyl
SPT,103423,93225,33605,178729-017,Shaw Contract Path Tile - Ecoworx (5T034) Multi Level Pattern Loop 24in x 24in - Sterling (34557),159.9,SY,1CPT,Carpet Tile
SPJ,108164,93034,32256,189621-052,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Sash Oak (SS5W3032),7134,SF,1VNL,Vinyl
SPJ,108164,93034,32256,189621-052,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Sash Oak (SS5W3032),7134,SF,1VNL,Vinyl
SPJ,108164,93034,32256,189621-052,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Sash Oak (SS5W3032),7134,SF,1VNL,Vinyl
SPJ,108164,93034,32256,189621-052,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Sash Oak (SS5W3032),7134,SF,1VNL,Vinyl
SPT,103423,93007,33605,175905-003,Shaw Patcraft Walk Right In II (I0304) Needlebond 24in x 24in - Multicolor (00300),21.32,SY,1CPT,Carpet Tile
SPW,107776,92947,32750,126732-032,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Desert Beige (51809),90,SF,1VNL,Vinyl
SPW,107776,92947,32750,126732-097,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Humus (51869),45,SF,1VNL,Vinyl
SPW,107776,92897,32750,208360-024,Armstrong Theorem 0.020in Wear Layer LVT w/ Diamond 10 6in x 36in 2.5 MM - Algebra 2 Newton Gray (ST994),1800,SF,1VNL,Vinyl
SPW,103423,92845,32750,200603-016,Shaw Hospitality Designs Joy Squared (0993V) Luxury Vinyl Tile 24in x 24in 20 mil - Holiday (93500),1156,SF,1VNL,Vinyl
SPW,103423,92845,32750,200603-018,Shaw Hospitality Designs Joy Squared (0993V) Luxury Vinyl Tile 24in x 24in 20 mil - Bicycle (93560),680,SF,1VNL,Vinyl
SPJ,103423,92719,32256,175905-005,Shaw Patcraft Walk Right In II (I0304) Needlebond 24in x 24in - Sterling (00500),10.66,SY,1CPT,Carpet Tile
SPJ,103423,92675,32256,175905-005,Shaw Patcraft Walk Right In II (I0304) Needlebond 24in x 24in - Sterling (00500),10.66,SY,1CPT,Carpet Tile
SPJ,103423,92639,32256,173722-012,Shaw Commercial Hard Surfaces Uncommon Ground 6 (0188V) Undefined 6in x 36in Undefined - Teak Green (02544),320.85,SF,1VNL,Vinyl
SPW,121550,92580,52556,214270-005,Mohawk Medella Hues (C2062) Healthy Environments Resilient 6' 7in 2.0 MM - Scarlet (H5334),5,SY,1VNL,Vinyl
SPW,121550,92580,52556,214270-013,Mohawk Medella Hues (C2062) Healthy Environments Resilient 6' 7in 2.0 MM - Sand Light (H5319),5,SY,1VNL,Vinyl
SPW,103423,92467,32750,183578-005,Shaw Patcraft Futura (I0380) Multi Level Pattern Loop 24in x 24in - Modern (00550),53.3,SY,1CPT,Carpet Tile
SPT,103423,92452,33605,203476-009,Shaw Patcraft Timber Grove II (I559V) 20 mil Glue Down ExoGuard 6in x 48in 5.0mm - Sprout (00173),380,SF,1VNL,Vinyl
SPJ,107768,92167,32114,1000021472,Milliken Obex Tile Cutx/Grain 25cm X 1m Tufted - Dark Grey (TDX118-119),796.61,SY,1CPT,Carpet Tile
SPJ,107768,92167,32114,1000021472,Milliken Obex Tile Cutx/Grain 25cm X 1m Tufted - Dark Grey (TDX118-119),796.61,SY,1CPT,Carpet Tile
SPT,103423,92070,33605,1000021517,"SHAW CONTRACT\COLLECTION-RELIEF TILE\STYLE-5T152\CARPET TILE\9"" X 36""\COLOR-VEIL (50111",55,SY,1CPT,Carpet Tile
SPW,103423,91997,32750,191531-003,Shaw Commercial Hard Surfaces Terrain II 12 MIL (0453V) LVT 6in x 48in 2.5 MM - Timber (00572),250.32,SF,1VNL,Vinyl
SPW,103423,91934,32750,204991-005,Shaw Contract Correspond (5T353) Multi Level Pattern Loop 24in x 24in - Fuse (52515),497.77,SY,1CPT,Carpet Tile
SPT,103423,91741,33605,159372-037,Shaw Contract Gradient (5A153) ClassicBac 12' - Slate (34597),75,SY,1CBL,Carpet BL
SPJ,107776,91406,32256,126857-056,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 3/32in - Marina Blue (51820),45,SF,1VNL,Vinyl
SPW,103423,91265,32750,162681-010,Shaw Patcraft Easy On The Eyes (I0227) Double Scroll 24in x 24in - Starring (00530),149.33,SY,1CPT,Carpet Tile
SPW,107776,91260,32750,126732-041,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Charcoal (51915),270,SF,1VNL,Vinyl
SPW,107776,91258,32750,126732-005,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Pewter (51908),135,SF,1VNL,Vinyl
SPW,107776,91238,32750,126732-017,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Cool White (51899),45,SF,1VNL,Vinyl
SPT,103423,91149,33605,198730-010,Shaw Commercial Hard Surfaces Cove (0927V) 20 mil LooseLay 9in x 48in 5.0mm - Pour (27530),312,SF,1VNL,Vinyl
SPJ,121550,91085,32256,1000016997,Karastan Treasured Heritage 12ft Soft Ash (9720),90,SY,10,Carpet
SPJ,103423,91072,32256,190557-010,Shaw Commercial Hard Surfaces Intricate (0692V) Luxury Vinyl Tile 12in x 24in 2.5 MM - Alabaster (92100),255.78,SF,1VNL,Vinyl
SPW,103423,91062,32750,190084-007,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Oxidize (01504),216,SF,1VNL,Vinyl
SPW,103423,91057,32750,200669-011,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Polished Stone (94557),53.28,SY,1CPT,Carpet Tile
SPW,103423,91052,32750,190084-002,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Bleached (01111),324,SF,1VNL,Vinyl
SPW,103423,91048,32750,190084-008,Shaw Commercial Hard Surfaces Unveil (0601V) 30 mil Luxury Vinyl Tile 9in x 36in 3 MM - Alter (01518),2448,SF,1VNL,Vinyl
SPW,103423,91045,32750,1000021228,Shaw Philadelphia OBELISK LL 5679V 18 in x 36 in 20 mil 938 Charcoal Soaptone Material,162,SF,40,Vinyl Tile
SPJ,102775,91043,32216,204970-006,Interface Criterion Classic Woodgrains (C001) High Performance LVT 12.5 cm x 1 m 22 mil - Antique Light Oak (C00106),78429.01,SF,1VNL,Vinyl
SPJ,102775,91043,32216,1000021199,"Interface Ridge 50cmx50cm 4.5mm	 A02304	Agate Vinyl Tile",7669.35,SF,1VNL,Vinyl
SPT,103423,91026,33605,192392-004,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Nest (00774),333.76,SF,1VNL,Vinyl
SPT,103423,91026,33605,184715-009,Shaw Contract Glitch Tile (5T128) Multi Level Pattern Loop 9in x 36in - image (26557),45,SY,1CPT,Carpet Tile
SPJ,126695,90650,32256,189687-005,Tandus Field Day (03377) Powerbond Cushion 6' - Hopscotch (17201),215,SY,1CBL,Carpet BL
SPJ,126695,90650,32256,189687-005,Tandus Field Day (03377) Powerbond Cushion 6' - Hopscotch (17201),215,SY,1CBL,Carpet BL
SPJ,126695,90650,32256,189687-005,Tandus Field Day (03377) Powerbond Cushion 6' - Hopscotch (17201),215,SY,1CBL,Carpet BL
SPJ,126695,90650,32256,189687-005,Tandus Field Day (03377) Powerbond Cushion 6' - Hopscotch (17201),215,SY,1CBL,Carpet BL
SPJ,126695,90650,32256,189687-005,Tandus Field Day (03377) Powerbond Cushion 6' - Hopscotch (17201),215,SY,1CBL,Carpet BL
SPJ,126695,90646,32256,167122-017,Tandus Aftermath II M (03026) Powerbond Cushion Dry Back 6' - Lapis/Marine (23517),416.79,SY,1CBL,Carpet BL
SPT,126695,90583,33605,164524-002,Tandus Abrasive Action M (02578) 6' - Midnight (19101),80.61,SY,1CBL,Carpet BL
SPT,126695,90583,33605,164779-001,Tandus All Star MR (02931) 6' - Skyscraper (17301),76.72,SY,1CBL,Carpet BL
SPW,103423,90475,32750,191438-004,Shaw Contract Situation Tile (5T210) Multi Level Pattern Loop 24in x 24in - Shale (08597),266.7,SY,1CPT,Carpet Tile
SPW,103423,90475,32750,192392-015,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Lark (05016),166.88,SF,1VNL,Vinyl
SPW,103423,90467,32750,191440-001,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Stellar (08505),97.79,SY,1CPT,Carpet Tile
SPW,121550,90456,32750,211212-004,Mohawk Living Local Premium Wood (C0194) Luxury Vinyl Plank 7.72in x 51.97in 2.4 MM - Fawn (210),434.64,SF,1VNL,Vinyl
SPW,102775,90447,32750,203342-003,Interface Broome Street (1417302500) Tufted Patterned Loop 50cm x 50cm - Yellow Glass (106212),41.86,SY,1CPT,Carpet Tile
SPJ,126695,90441,32256,203907-004,Tarkett Color Beam 32 mil Square Edge (SE) 18in x 18in 3 MM - DUKE (C119),1035,SF,1VNL,Vinyl
SPW,103423,90439,32750,192392-018,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Sumac (07004),3754.8,SF,1VNL,Vinyl
SPT,107776,90272,33605,126732-032,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Desert Beige (51809),90,SF,1VNL,Vinyl
SPT,107776,90257,33605,197653-036,Armstrong Standard Excelon Imperial Texture w/ Diamond Ten Coating 12in x 12in 1/8in - Sterling (Z1904),270,SF,1VNL,Vinyl
SPJ,126695,90194,32256,1000021012,"Tarkett Event Wood 6""x48"" 1/8"" 2131 Provence LVT",288,SF,1VNL,Vinyl
SPJ,107776,90189,32256,126857-056,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 3/32in - Marina Blue (51820),45,SF,1VNL,Vinyl
SPJ,126695,90181,32256,204689-007,Tandus Double Boucle (A0010) Powerbond Cushion 6' - Evening Horizon (74203),280,SY,1CBL,Carpet BL
SPJ,126695,90178,32256,1000021014,Tarkett Spin Off 6 39404 Blue Strategy,361.67,SY,10,Carpet
SPJ,126695,90178,32256,1000021014,Tarkett Spin Off 6 39404 Blue Strategy,361.67,SY,10,Carpet
SPW,103423,90014,32750,209897-006,Shaw Contract Welcome II Tile (800P0) Undefined 24in x 24in - Charcoal (31549),53.3,SY,1CPT,Carpet Tile
SPW,103423,90014,32750,196890-003,Shaw Patcraft tural Form (I0499) Multi Level Pattern Loop 24in x 24in - Echo (00585),2939.28,SY,1CPT,Carpet Tile
SPW,103423,90014,32750,192392-001,Shaw Commercial Hard Surfaces Terrain II 20 MIL (0454V) 20 mil glue down 6in x 48in 2.5 MM - Shade (00564),2503.2,SF,1VNL,Vinyl
SPT,107776,89941,33605,126732-003,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Field Gray (51927),720,SF,1VNL,Vinyl
SPW,103423,89940,32750,181593-004,Shaw Hospitality Designs Squares (5B102) 12' - Mirrored (03525),2400,SY,1CBL,Carpet BL
SPW,107768,89933,32750,198488-001,Milliken tural Loose Lay Pike 28 mil Micro Bevel LVT 9in x 59.72in 5.0mm - DEW (PIK121-204),44.8,SF,1VNL,Vinyl
SPW,107768,89919,32750,198739-004,Milliken Free Flow Cloth (CTHxxx) Tufted Texture Loop 50cm x 50cm - GRAVEL (235),279.86,SY,1CPT,Carpet Tile
SPW,107768,89919,32750,206969-012,Milliken Local Measure Wilderness (SWDxxx) 12 Mil Flexform ProGuard Gluedown 6in x 48in 2.0 MM - Rosemary (124),486,SF,1VNL,Vinyl
SPJ,108164,89880,32256,191255-032,Mannington Adura Max Micro-bevel LockSolid 6in x 48in 8.0 MM - KONA SUNRISE (MAX702),82.17,SY,1VNL,Vinyl
SPJ,108164,89880,32256,191255-008,Mannington Adura Max Micro-bevel LockSolid 6in x 48in 8.0 MM - SUNDANCE SADDLE (MAX002),27.39,SY,1VNL,Vinyl
SPJ,108164,89880,32256,191255-002,Mannington Adura Max Micro-bevel LockSolid 6in x 48in 8.0 MM - ACACIA TIGER'S EYE (MAX011),27.39,SY,1VNL,Vinyl
SPJ,108164,89876,32256,195197-009,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 6in x 36in 2.5 MM - LONDON FOG (C139),19350,SF,1VNL,Vinyl
SPJ,108164,89876,32256,195197-016,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 6in x 36in 2.5 MM - SQUASH BLOSSOM (C132),2340,SF,1VNL,Vinyl
SPJ,108164,89868,32256,189621-053,Mannington Spacia Wood (Xtra) Beveled Edge 7 1/4in x 48in 2.5 MM - Bruges Oak (SS5W3034),2827.5,SF,1VNL,Vinyl
SPJ,108164,89867,32256,195197-009,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 6in x 36in 2.5 MM - LONDON FOG (C139),3195,SF,1VNL,Vinyl
SPJ,108164,89867,32256,195197-009,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 6in x 36in 2.5 MM - LONDON FOG (C139),3195,SF,1VNL,Vinyl
SPJ,103423,89843,32256,151060-009,Shaw Patcraft Famous Last Words II (I0147) 12' - What Could Go Wrong (47502),250,SY,1CBL,Carpet BL
SPW,103423,89532,32750,1000020810,"Shaw Creating Space (5T360) 18"" x 36"" Synthetic - Twine (58111)",15,SY,100,Carpet Tiles
SPT,107776,89391,33605,126732-056,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Marina Blue (51820),765,SF,1VNL,Vinyl
SPJ,121019,89171,32256,1000009097,Bentley Game Wizard (8GZT40AA1K) Tufted Texture Loop 18in x 36in - Custom (PDS#146439-001),460,SY,1CPT,Carpet Tile
SPT,103423,89057,33605,170272-001,Shaw Tile Shine Tile (59328) Full Repeat 24in x 24in - Golden (27150),10.66,SY,1CPT,Carpet Tile
SPT,129003,89022,33605,1000020728,"URBAN SURFACES\LVP\INSTAGRIP 28\5mm/28mil\9"" x 48""\WOODS COVE (#1006",744,SF,1VNL,Vinyl
SPT,129003,89022,33605,1000020731,"URBAN SURFACES\LVP\SOUND TECH\12"" X 24""\ASTELLA (#9608)",3768,SF,1VNL,Vinyl
SPT,102905,89004,33605,1000020846,"AVA\MRGE\LVT\GLUE DOWN\9.84"" X 39.37""\2.5mm 22mil\COLOR- ERIE (DI001)",1636.13,SF,1VNL,Vinyl
SPT,107768,88976,33605,185254-012,Milliken turally Drawn-Hand Sketched Tufted Texture Loop 50cm x 50cm - HARBOR GREY (HSK73-154),44.85,SY,1CPT,Carpet Tile
SPT,107768,88976,33605,185257-012,Milliken turally Drawn-Watercolor Lesson Tufted Texture Loop 50cm x 50cm - HARBOR GREY (WLN19-73),29.9,SY,1CPT,Carpet Tile
SPW,102775,88833,32750,169351-005,Interface Primary Stitch (1462102500) Tufted Texture Loop 19.69in x 19.69in - Satin/Accent (102415),89.7,SY,1CPT,Carpet Tile
SPW,103423,88822,32750,202959-004,Shaw Resilient Tile & Plank Respite (4090V) Resilient LVT/Plank 7in x 48in 3/16in - Ashen (90516),2566.76,SF,1VNL,Vinyl
SPW,129003,88783,32750,1000020118,Urban Surfaces Studio 12 Gluedown 12 Mil Waterproof Scratch Resistant 7x48 - Arrow Head,102.78,SF,1VNL,Vinyl
SPW,118209,88776,32750,1000020011,Interface Vintage Vibe 19.69 in x 19.69 in (50 cm x 50 cm) Chalk Silver,43.05,SY,100,Carpet Tiles
SPW,103423,88772,32750,192625-006,Shaw Contract Turn Tile (5T205) Multi Level Pattern Loop 12in x 48in - Endurance (04505),234.66,SY,1CPT,Carpet Tile
SPJ,103423,88729,32256,1000020262,"Shaw Hand in Hand Tile 5T450 18""x36"" 50518 Merge",155,SY,100,Carpet Tiles
SPJ,103423,88729,32256,1000020255,"Shaw Hand in Hand Tile (5T450) 18""x36"" Ecoworx - Connect (50505)",235,SY,1CPT,Carpet Tile
SPJ,102775,88718,32256,215204-010,Interface Northern Grain (A026xx) 22 mil LVT 25cm x 1m 4.5 mm - Natural Satin (10),1210.95,SF,1VNL,Vinyl
SPT,103423,88511,33605,202840-011,Shaw Contract Commons Tile (5T323) Multi Level Pattern Loop 24in x 24in - Metal (23585),53.3,SY,1CPT,Carpet Tile
SPT,107768,88470,33605,192202-015,Milliken Surface Study Distressed tufted Textured Loop Tip Shear 50cm x 50cm - Cress (Dis21-14),72.96,SY,1CPT,Carpet Tile
SPT,107768,88470,33605,1000020479,MILLIKEN\SURFACE STUDY\CARPET TILE\50cm x 50cm\COLOR- BURNED QUARTZ (BUR173-152),54.12,SY,1CPT,Carpet Tile
SPW,103423,88454,32750,203225-002,Shaw Commercial Hard Surfaces Compound 5.0MM (4077V) Resilient LVT/Plank 24in x 24in 5.0mm - Origin (77114),96,SF,1VNL,Vinyl
SPT,103423,88440,33605,182634-019,Shaw Contract Color Frame EW2 (5T081) Undefined 24in x 24in - Mystik Grey (81515),37.31,SY,1CPT,Carpet Tile
SPW,126695,88436,32750,1000020600,Tarkett Event+ Stone 45.72x45.72 2100 Urban Stone Gatehouse,1215,SF,1VNL,Vinyl
SPT,103423,88236,33605,192326-018,Shaw Patcraft Timber Grove II (I421V) 20 mil glue down 6in x 48in 2.5 MM - Yarrow (05013),458.92,SF,1VNL,Vinyl
