,PART_NO,DESCRIPTION,MFR,manufacturer_name,STYLE,COMPOSITION,WIDTH,COLOR,TYPE,SIZE,GAUGE,FACE WEIGHT,COLLECTION,DEPTH,BACKING,FINISH,SITE,PART STATUS,PART TYPE,COMMODITY 1,COMMODITY 2,comm1_label,comm2_label,PRODUCT CODE,PRODUCT_FAMILY,INV UoM,PURCH UoM,CONV FACTOR,PRIMARY SUPPLIER,SUPPLIER NAME,NET WEIGHT,NET VOLUME,Manufacturer,miscellaneous,material_part,ext_manufacturer,manufacturer_match,windbid,name,part_number,product_type,form,dimensions,color,color_code,collection,product_name,backing,processed_flag
181384,143887-001,Interface Flannel (13710) Tufted Cut Pile 19.69in x 19.69in - Oxford (6457),INTF,Interface,2209 - Flannel,,,41507 - Oxford (6457),1998 - Tufted Cut Pile,494 - 19.69in x 19.69in,,43 - 24 oz.,,,175 - Undefined,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Flannel,13710,Tufted,Cut Pile ,19.69in x 19.69in,Oxford,6457,,,,Processed
60845,011171,INTERFACE\419 OPEN AIR\107053 NICKEL\50CMX50CM,INTF,Interface,,,,,,,,,,,,,CTS,O,Purchased,GM,PR,,,0102,01,CTN,SY,0.16722408,100796,DNU (102775) Interface Americas,,,INTF,False,False,INTERFACE,True,Yes,,,,,50CMX50CM,,,419 OPEN AIR,107053 NICKEL,,Processed
240290,143351-007,Interface Syncopation (1240202500) Tufted Cut & Loop 19.69in x 19.69in - Strata (3300),INTF,Interface,6021 - Syncopation,,,37079 - Strata (3300),1996 - Tufted Cut & Loop,494 - 19.69in x 19.69in,,50 - 26 oz,,,69 - GlasBac,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Syncopation,1240202500,Tufted,Cut & Loop ,19.69in x 19.69in,Strata,3300,,,,Processed
350410,1000015740,Interface-Woven Gradience Collection-Glassbac (WG100)-50cm x 50cm-Linen (108048),INTF,Interface,,,,,,,,,,,,,SPHU,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,,,,,,,,,,,Not Processed
61807,011173,INTERFACE\419 OPEN AIR\107055 STONE\50CMX50CM,INTF,Interface,,,,,,,,,,,,,CTS,O,Purchased,GM,PR,,,0102,01,CTN,SY,0.16722408,100796,DNU (102775) Interface Americas,,,INTF,False,False,INTERFACE,True,Yes,,,,,50CMX50CM,,,419 OPEN AIR,107055 STONE,,Processed
364256,208758-000,Interface Shiver Me Timbers Unbacked 6.56' - To Be Selected (TBS),INTF,Interface,10512 - Shiver Me Timbers,,93 - 6.56',118967 - To Be Selected (TBS),2646 - Tufted Tip Sheared,,,28 - 18 oz.,,,173 - Unbacked,,SPJ,A,Purchased,1CBL,2CBL,Carpet BL,Carpet BL,*,*,SY,SY,1.0,999999,SUPPLIER PLACEHOLDER,,,INTF,False,False,Interface,True,No,,,,,,,,,,,Not Processed
314144,170362-011,Interface Striation GlasBac RE (139220250H) Tufted Sheared 19.69in x 19.69in - Osidian (100157),INTF,Interface,10836 - Striation GlasBac RE,,,113121 - Osidian (100157),2021 - Tufted Sheared,494 - 19.69in x 19.69in,,41 - 22 oz.,,,175 - Undefined,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Striation GlasBac RE,139220250H,Tufted,Sheared ,19.69in x 19.69in,Osidian,100157,,,,Processed
139978,208259-001,Interface Custom 255873 049 (19CX002500) Tufted Loop Cut Loop 19.69in x 19.69in - Custom (179711),INTF,Interface,21327 - Custom 255873 049,,,221098 - Custom (179711),5954 - Tufted Loop Cut Loop,494 - 19.69in x 19.69in,,40 - 21 oz.,,,69 - GlasBac,,SPA,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Custom 255873 049,19CX002500,Tufted,Loop Cut Loop ,19.69in x 19.69in,Custom,179711,,,,Processed
21803,169352-006,Interface Primary Stitch w/GlasBac RE (146210250H) Tufted Texture Loop 19.69in x 19.69in - Hem/Accent (102416),INTF,Interface,9943 - Primary Stitch w/GlasBac RE,,,131305 - Hem/Accent (102416),2023 - Tufted Texture Loop,494 - 19.69in x 19.69in,,10 - 14 oz,,,175 - Undefined,,BSC,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Primary Stitch w/GlasBac RE,146210250H,Tufted,Texture Loop ,19.69in x 19.69in,Hem/Accent,102416,,,,Processed
110718,1000049921,Interface Exposed (1383202500) 50cm x 50cm GlasBac - Soar (106056),INTF,Interface,,,,,,,,,,,,,DSL,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,999999,SUPPLIER PLACEHOLDER,,,INTF,False,False,Interface,True,No,Exposed,1383202500,,,50cm x 50cm,Soar,106056,,,GlasBac ,Processed
57095,011845,INTERFACE\HONEY DO\105674 ECLIPSE\50CMX50CM,INTF,Interface,,,,,,,,,,,,,CTS,O,Purchased,GM,PR,,,0102,01,CTN,SY,0.16722408,100796,DNU (102775) Interface Americas,,,INTF,False,False,INTERFACE,True,Yes,,,,,50CMX50CM,,,HONEY DO,105674 ECLIPSE,,Processed
72336,024051,INTERFACE\ON LINE\105268 CITRON\25CMX1M,INTF,Interface,,,,,,,,,,,,,CTS,O,Purchased,GM,PR,,,0102,01,CTN,SY,0.16722408,100796,DNU (102775) Interface Americas,,,INTF,False,False,INTERFACE,True,Yes,,,,,25CMX1M,,,ON LINE,105268 CITRON,,Processed
232622,103092-004,Interface Tonal (14123) Tufted Texture Loop 19.69in x 19.69in - Midnight (2899),INTF,Interface,11122 - Tonal,,,65117 - Midnight (2899),2023 - Tufted Texture Loop,494 - 19.69in x 19.69in,,43 - 24 oz.,,,175 - Undefined,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Tonal,14123,Tufted,Texture Loop ,19.69in x 19.69in,Midnight,2899,,,,Processed
1396,137520-000,Interface Panorama (16714) Tufted Texture Loop 19.69in x 19.69in - To Be Selected (TBS),INTF,Interface,9671 - Panorama,,,118967 - To Be Selected (TBS),2023 - Tufted Texture Loop,494 - 19.69in x 19.69in,,28 - 18 oz.,,,175 - Undefined,,BNB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Panorama,16714,Tufted,Texture Loop ,19.69in x 19.69in,To Be Selected,TBS,,,,Processed
331769,167405-010,Interface Bertola GlasBac RE (12317) Tufted Cut & Loop 19.69in x 19.69in - Pallido (8818),INTF,Interface,2840 - Bertola GlasBac RE,,,126882 - Pallido (8818),1996 - Tufted Cut & Loop,494 - 19.69in x 19.69in,,42 - 23 oz.,,,175 - Undefined,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Bertola GlasBac RE,12317,Tufted,Cut & Loop ,19.69in x 19.69in,Pallido,8818,,,,Processed
235880,101870-016,Interface Superflor 12' - Mediterranean (609153),INTF,Interface,10884 - Superflor,,10 - 12',60875 - Mediterranean (609153),2179 - Needlepunch,,,88 - 41 oz.,,,175 - Undefined,,SPCB,A,Purchased,1CBL,2CBL,Carpet BL,Carpet BL,*,*,SY,SY,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,,,,,,,,,,,Not Processed
289248,202928-012,Interface Step It Up (14773802500) Tufted Texture Loop 19.69in x 19.69in - Jade (106340),INTF,Interface,5840 - Step It Up,,,5488 - Jade (106340),2023 - Tufted Texture Loop,494 - 19.69in x 19.69in,,28 - 18 oz.,,,69 - GlasBac,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,,,,,,,INTF,False,False,Interface,True,No,Step It Up,14773802500,Tufted,Texture Loop ,19.69in x 19.69in,Jade,106340,,,,Processed
296644,186297-029,Interface-Menagerie (138050250H)-Tufted Tip Shear-19.69in x 19.69in-Mulberry (4943),INTF,Interface,9146 - Menagerie,356 - Undefined,,15447 - Mulberry (4943),2645 - Tufted Tip Shear,494 - 19.69in x 19.69in,243 - Undefined,50 - 26 oz,,,71 - GlasBac RE,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Menagerie,138050250H,,Tufted Tip Shear,19.69in x 19.69in,Mulberry,4943,,,,Processed
311369,178168-005,Interface Primary Stitch w/GlasBac (1462102500) Tufted Texture Loop 19.69in x 39.38in - Satin/Accent (102415),INTF,Interface,9942 - Primary Stitch w/GlasBac,,,5517 - Satin/Accent (102415),2023 - Tufted Texture Loop,221 - 19.69in x 39.38in,,10 - 14 oz,,,175 - Undefined,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,,,,,,,INTF,False,False,Interface,True,No,Primary Stitch w/GlasBac,1462102500,Tufted,Texture Loop ,19.69in x 39.38in,Satin/Accent,102415,,,,Processed
270775,184758-012,Interface AE311 (138830AK0H) Tufted Texture Loop 25cm x 1m - Topaz (105806),INTF,Interface,2474 - AE311,,,105214 - Topaz (105806),2023 - Tufted Texture Loop,903 - 25cm x 1m,,16 - 15 oz.,,,71 - GlasBac RE,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,,,,,,,INTF,False,False,Interface,True,No,AE311,138830AK0H,Tufted,Texture Loop ,25cm x 1m,Topaz,105806,,,,Processed
235266,102697-004,Interface Notes (13662) Fusion Bonded 19.69in x 19.69in - Straw (3705),INTF,Interface,4572 - Notes,,,108139 - Straw (3705),991 - Fusion Bonded,494 - 19.69in x 19.69in,,50 - 26 oz,,,175 - Undefined,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Notes,13662,Fusion,Bonded ,19.69in x 19.69in,Straw,3705,,,,Processed
233787,102185-001,Interface Boucle Grid (16129) Tufted Texture Loop 19.69in x 19.69in - Canyon (1913),INTF,Interface,599 - Boucle Grid,,,72219 - Canyon (1913),2023 - Tufted Texture Loop,494 - 19.69in x 19.69in,,43 - 24 oz.,,,175 - Undefined,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Boucle Grid,16129,Tufted,Texture Loop ,19.69in x 19.69in,Canyon,1913,,,,Processed
1834,137422-000,Interface Equator (16720) Tufted Texture Loop 19.69in x 19.69in - To Be Selected (TBS),INTF,Interface,1991 - Equator,,,118967 - To Be Selected (TBS),2023 - Tufted Texture Loop,494 - 19.69in x 19.69in,,28 - 18 oz.,,,175 - Undefined,,BNB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Equator,16720,Tufted,Texture Loop ,19.69in x 19.69in,To Be Selected,TBS,,,,Processed
269997,185249-012,Interface San Roco (1466802500) Tufted Texture Loop 19.69in x 19.69in - Cioccolate (8876),INTF,Interface,5396 - San Roco,,,110241 - Cioccolate (8876),2023 - Tufted Texture Loop,494 - 19.69in x 19.69in,,42 - 23 oz.,,,69 - GlasBac,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,San Roco,1466802500,Tufted,Texture Loop ,19.69in x 19.69in,Cioccolate,8876,,,,Processed
344951,1000037642,Interface Step Repeat SR799 (1388502500H) Tufted Texture Loop 50cm x 50cm - Midnight (104918),INTF,Interface,,,,,,,,,,,,,SPCP,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,,,SY,SY,1.0,102775,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Step Repeat SR799,1388502500H,Tufted,Texture Loop ,50cm x 50cm,Midnight,104918,,,,Processed
153987,194184-002,Interface Kerbstone (286402500) Tufted Texture Loop 50cm x 50cm - Slate (105573),INTF,Interface,3840 - Kerbstone,,,56117 - Slate (105573),2023 - Tufted Texture Loop,825 - 50cm x 50cm,,41 - 22 oz.,,,69 - GlasBac,,SPC,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Kerbstone,286402500,Tufted,Texture Loop ,50cm x 50cm,Slate,105573,,,,Processed
226726,124022-025,Interface Paint Box (1666407700) 6'6 3/4in - Sherwood (3536),INTF,Interface,9654 - Paint Box,,86 - 6'6 3/4in,28228 - Sherwood (3536),2646 - Tufted Tip Sheared,,,43 - 24 oz.,,,175 - Undefined,,SPCB,A,Purchased,1CBL,2CBL,Carpet BL,Carpet BL,*,*,SY,SY,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,,,,,,,,,,,Not Processed
236795,103428-001,Interface Caribbean (16607) Tufted Texture Loop 19.69in x 19.69in - Aruba (3074),INTF,Interface,3375 - Caribbean,,,58555 - Aruba (3074),2023 - Tufted Texture Loop,494 - 19.69in x 19.69in,,43 - 24 oz.,,,175 - Undefined,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Caribbean,16607,Tufted,Texture Loop ,19.69in x 19.69in,Aruba,3074,,,,Processed
226747,125014-015,Interface-Libra (16290)--6'6in-Custom Color (244368-001),INTF,Interface,8852 - Libra,356 - Undefined,87 - 6'6in,17144 - Custom Color (244368-001),2029 - Tufted Textured Loop,1476 - Undefined,243 - Undefined,43 - 24 oz.,,,175 - Undefined,,SPCB,A,Purchased,1CBL,2CBL,Carpet BL,Carpet BL,*,*,SY,SY,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,,,,,,,,,,,Not Processed
32208,203343-000,Interface Old Street (1427302500) Tufted Patterned Loop 50cm x 50cm - To Be Selected (TBS),INTF,Interface,9577 - Old Street,,,118967 - To Be Selected (TBS),2014 - Tufted Patterned Loop,825 - 50cm x 50cm,,28 - 18 oz.,,,69 - GlasBac,,CCS,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Old Street,1427302500,Tufted,Patterned Loop ,50cm x 50cm,To Be Selected,TBS,,,,Processed
236743,102975-013,Interface Route 66 (14611) 6'6in - Sayre (2488),INTF,Interface,5311 - Route 66,,87 - 6'6in,81527 - Sayre (2488),2029 - Tufted Textured Loop,,,36 - 20 oz.,,,175 - Undefined,,SPCB,A,Purchased,1CBL,2CBL,Carpet BL,Carpet BL,*,*,SY,SY,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Route 66,14611,,,6'6in,Sayre,2488,,,,Processed
11767,198003-000,Interface Night Flight (287202500) Tufted Patterned Loop 50cm x 50cm - To Be Selected (TBS),INTF,Interface,4512 - Night Flight,,,118967 - To Be Selected (TBS),2014 - Tufted Patterned Loop,825 - 50cm x 50cm,,43 - 24 oz.,,,69 - GlasBac,,BNB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Night Flight,287202500,Tufted,Patterned Loop ,50cm x 50cm,To Be Selected,TBS,,,,Processed
84498,051638,INTERFACE\418 OPEN AIR\107796 NAVY\GLASBAC\50CMX50CM,INTF,Interface,,,,,,,,,,,,,CTS,O,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,0102,01,CTN,SY,0.16722408,100796,DNU (102775) Interface Americas,,,INTF,False,False,INTERFACE,True,Yes,,,,,50CMX50CM,,,418 OPEN AIR,107796 NAVY,GLASBAC,Processed
179926,137422-013,Interface Equator (16720) Tufted Texture Loop 19.69in x 19.69in - Balmy (5658),INTF,Interface,1991 - Equator,,,24732 - Balmy (5658),2023 - Tufted Texture Loop,494 - 19.69in x 19.69in,,28 - 18 oz.,,,175 - Undefined,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Equator,16720,Tufted,Texture Loop ,19.69in x 19.69in,Balmy,5658,,,,Processed
377139,181373-012,Interface Sidetrack (1468402500) Tufted Texture Loop 19.69in x 19.69in - Sterling/Track (104262),INTF,Interface,5571 - Sidetrack,,,103044 - Sterling/Track (104262),2023 - Tufted Texture Loop,494 - 19.69in x 19.69in,,40 - 21 oz.,,,69 - GlasBac,,SPN,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Sidetrack,1468402500,Tufted,Texture Loop ,19.69in x 19.69in,Sterling/Track,104262,,,,Processed
201164,138495-005,Interface Solid Foundation (1669002500) Tufted Tip Shear 19.69in x 19.69in - Hedge (5850),INTF,Interface,10601 - Solid Foundation,,,123070 - Hedge (5850),2645 - Tufted Tip Shear,494 - 19.69in x 19.69in,,35 - 20 oz,,,175 - Undefined,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Solid Foundation,1669002500,Tufted,Tip Shear ,19.69in x 19.69in,Hedge,5850,,,,Processed
395374,1000004825,Interface Common Theme CT112 (123770AK00) 25cm x 1m Glasbac - Sage (104348),INTF,Interface,,,,,,,,,,,,,SPTM,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,,,,,,,INTF,False,False,Interface,True,No,Common Theme CT112,123770AK00,,,25cm x 1m,Sage,104348,,,Glasbac ,Processed
210478,128625-010,Interface Super Flor (6090002504) Needlepunch 19.69in x 19.69in - Leviathan (609159),INTF,Interface,10880 - Super Flor,,,125861 - Leviathan (609159),2179 - Needlepunch,494 - 19.69in x 19.69in,,88 - 41 oz.,,,175 - Undefined,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Super Flor,6090002504,Needlepunch,19,.69in x 19.69in,Leviathan,609159,,,,Processed
311266,176063-004,Interface UR303 (126990250H) Tufted Sheared 50cm x 50cm - Granite (102970),INTF,Interface,11307 - UR303,,,5695 - Granite (102970),2021 - Tufted Sheared,825 - 50cm x 50cm,,42 - 23 oz.,,,71 - GlasBac RE,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,UR303,126990250H,Tufted,Sheared ,50cm x 50cm,Granite,102970,,,,Processed
271790,204764-003,Interface SL920 (138780AK00) Tufted Texture Loop 9.845in x 39.38in - Charcoal Line (104512),INTF,Interface,10565 - SL920,,,77240 - Charcoal Line (104512),2023 - Tufted Texture Loop,1443 - 9.845in x 39.38in,,35 - 20 oz,,,69 - GlasBac,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,,,,,,,INTF,False,False,Interface,True,No,SL920,138780AK00,Tufted,Texture Loop ,9.845in x 39.38in,Charcoal Line,104512,,,,Processed
340625,1000038339,Interface Diddley Dot (131320AK00) 25cm x 1m GlasBac - Forest (1081122),INTF,Interface,,,,,,,,,,,,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,,,SY,SY,1.0,999999,SUPPLIER PLACEHOLDER,,,INTF,False,False,Interface,True,No,Diddley Dot,131320AK00,,,25cm x 1m,Forest,1081122,,,GlasBac ,Processed
263674,191116-020,Interface Level Set Textured Woodgrains (A004) Luxury Vinyl Plank 22 mil 25cm x 1m 4.5 mm - Grey Alder (A00428),INTF,Interface,3949 - Level Set Textured Woodgrains,,,66725 - Grey Alder (A00428),1438 - Luxury Vinyl Plank 22 mil,903 - 25cm x 1m,181 - 4.5 mm,,,,,,SPCB,A,Purchased,1VNL,2VCT,Vinyl,VCT,*,*,SF,SF,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Level Set Textured Woodgrains,A004,Luxury,Vinyl Plank 22 mil ,25cm x 1m 4.5 mm,Grey Alder,A00428,,,,Processed
297541,182224-017,Interfaceflor-Surreal M0554Glasbac (M0554)-Undefined-19.69in x 19.69in-Spellbound (101052),IFFR,Interfaceflor,5996 - Surreal M0554Glasbac,356 - Undefined,,103922 - Spellbound (101052),2060 - Undefined,494 - 19.69in x 19.69in,243 - Undefined,42 - 23 oz.,,,175 - Undefined,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775,"Interface Americas, Inc.",,,IFFR,False,False,Interfaceflor,True,No,,,,,,,,,,,Not Processed
224628,124022-057,Interface Paint Box (1666407700) 6'6 3/4in - Chesapeake (3599),INTF,Interface,9654 - Paint Box,,86 - 6'6 3/4in,134168 - Chesapeake (3599),2646 - Tufted Tip Sheared,,,43 - 24 oz.,,,175 - Undefined,,SPCB,A,Purchased,1CBL,2CBL,Carpet BL,Carpet BL,*,*,SY,SY,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,,,,,,,,,,,Not Processed
322725,167783-053,Interface Entropy GlasBac (1464802500) Tufted Tip Shear 19.69in x 19.69in - Muslin (9604),INTF,Interface,1977 - Entropy GlasBac,,,82163 - Muslin (9604),2645 - Tufted Tip Shear,494 - 19.69in x 19.69in,,35 - 20 oz,,,175 - Undefined,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Entropy GlasBac,1464802500,Tufted,Tip Shear ,19.69in x 19.69in,Muslin,9604,,,,Processed
118645,1000017502,"Interface - Nora - 3.5mm - 40"" x 40""",INTF,Interface,,,,,,,,,,,,,FSU,A,Purchased,1RBF,2TILE,Rubber Flooring ,Tile,*,*,EA,EA,1.0,104499,"Nora System, Inc",,,INTF,False,False,Interface,True,No,,,,,,,,,,,Not Processed
198323,138495-042,Interface Solid Foundation (1669002500) Tufted Tip Shear 19.69in x 19.69in - Cork (5887),INTF,Interface,10601 - Solid Foundation,,,108727 - Cork (5887),2645 - Tufted Tip Shear,494 - 19.69in x 19.69in,,35 - 20 oz,,,175 - Undefined,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Solid Foundation,1669002500,Tufted,Tip Shear ,19.69in x 19.69in,Cork,5887,,,,Processed
117707,207509-007,Interface The Standard (1467302500) Tufted Texture Loop 19.69in x 19.69in - Mangrove (9361),INTF,Interface,11063 - The Standard,,,53262 - Mangrove (9361),2023 - Tufted Texture Loop,494 - 19.69in x 19.69in,,16 - 15 oz.,,,69 - GlasBac,,FSU,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,The Standard,1467302500,Tufted,Texture Loop ,19.69in x 19.69in,Mangrove,9361,,,,Processed
252496,161536-004,Interface Reissued (12323) Tufted Cut & Loop 19.69in x 19.69in - Burnt Orange (8930),INTF,Interface,10124 - Reissued,,,137835 - Burnt Orange (8930),1996 - Tufted Cut & Loop,494 - 19.69in x 19.69in,,42 - 23 oz.,,,175 - Undefined,,SPCB,A,Purchased,1CPT,2CPT,Carpet Tile,Carpet Tile,*,*,SY,SY,1.0,102775.0,"Interface Americas, Inc.",,,INTF,False,False,Interface,True,No,Reissued,12323,Tufted,Cut & Loop ,19.69in x 19.69in,Burnt Orange,8930,,,,Processed
